OBSID,Real Label,Pred Label,Probabilities
0152170501,0,0,"[0.5, 0.5]"
0761630101,0,1,"[1.1293828285768859e-12, 1.0]"
0851180401,1,0,"[0.5, 0.5]"
0200670201,0,1,"[0.0, 1.0]"
0790650101,0,0,"[0.5, 0.5]"
0740960101,0,0,"[0.5, 0.5]"
0842340201,0,0,"[0.5, 0.5]"
0784510301,0,1,"[5.980334753985517e-05, 0.9999401569366455]"
0870830401,0,0,"[0.5, 0.5]"
0551870601,0,1,"[0.015185119584202766, 0.9848148822784424]"
0864330401,0,0,"[0.5, 0.5]"
0112550601,0,1,"[0.0017716948641464114, 0.9982283711433411]"
0093641601,0,0,"[0.5, 0.5]"
0870830101,0,0,"[0.5, 0.5]"
0551870401,0,1,"[0.05405464768409729, 0.9459453225135803]"
0500730201,0,1,"[0.4705047309398651, 0.5294952392578125]"
0124710801,1,1,"[3.2313150208382964e-16, 1.0]"
0200920101,0,1,"[6.447382475016639e-06, 0.9999935626983643]"
0864330201,0,0,"[0.5, 0.5]"
0823680101,1,0,"[0.5, 0.5]"
0306630201,0,0,"[0.5, 0.5]"
0803671101,0,0,"[0.5, 0.5]"
0872390101,1,0,"[0.5, 0.5]"
0725200101,0,0,"[0.5, 0.5]"
0831790701,1,1,"[3.880908181624898e-12, 1.0]"
0093641501,0,1,"[0.0052472795359790325, 0.9947526454925537]"
0864330301,0,0,"[0.5, 0.5]"
0657820101,0,0,"[0.5, 0.5]"
0805080401,0,1,"[0.284888356924057, 0.7151116728782654]"
0851180501,1,0,"[0.5, 0.5]"
0794581201,0,0,"[0.5, 0.5]"
0411980101,0,0,"[0.5, 0.5]"
0725200301,0,0,"[0.5, 0.5]"
0306630101,0,0,"[0.5, 0.5]"
0111790101,0,0,"[0.5, 0.5]"
0551450101,0,0,"[0.5, 0.5]"
0861910301,1,0,"[0.5, 0.5]"
0893810501,1,1,"[0.012487388215959072, 0.9875126481056213]"
0603260201,0,1,"[4.6881742932214365e-09, 1.0]"
0500730101,0,0,"[0.5, 0.5]"
0510011501,0,1,"[3.4555004969540405e-30, 1.0]"
0401360101,0,0,"[0.5, 0.5]"
0093641701,0,0,"[0.5, 0.5]"
0805080501,0,0,"[0.5, 0.5]"
0304190101,0,1,"[2.4113627520467044e-22, 1.0]"
0200670101,0,1,"[3.784180438757732e-38, 1.0]"
0200670301,0,1,"[0.2218267172574997, 0.7781732678413391]"
0761630301,1,0,"[0.5, 0.5]"
0112551701,0,0,"[0.5, 0.5]"
0891800601,0,1,"[0.283796489238739, 0.716203510761261]"
0862760201,0,0,"[0.5, 0.5]"
0803670601,0,0,"[0.5, 0.5]"
0200670401,0,1,"[0.00023400371719617397, 0.9997660517692566]"
0864330101,1,1,"[0.005253772716969252, 0.994746208190918]"
0870830201,0,0,"[0.5, 0.5]"
0691570101,0,0,"[0.5, 0.5]"
0145800101,0,1,"[3.200572109562927e-06, 0.9999967813491821]"
0803670501,0,1,"[0.008585375733673573, 0.9914146065711975]"
0864560101,1,0,"[0.5, 0.5]"
0803671001,0,1,"[0.11608190834522247, 0.8839181065559387]"
0861910201,1,0,"[0.5, 0.5]"
0556090101,0,0,"[0.5, 0.5]"
0311190101,0,0,"[0.5, 0.5]"
0411980401,1,0,"[0.5, 0.5]"
0761630201,0,1,"[2.17642973088239e-10, 1.0]"
0401360301,0,1,"[0.032924585044384, 0.9670754671096802]"
0401360201,0,1,"[0.06623058766126633, 0.9337694048881531]"
0651790201,0,1,"[0.0021577770821750164, 0.9978421926498413]"
0870830301,0,1,"[0.48588237166404724, 0.5141175985336304]"
