OBSID,Real Label,Pred Label,Probabilities
0111790101,0,0,"[0.9992695450782776, 0.0007304500904865563]"
0870830201,0,0,"[0.9999932050704956, 6.76072795613436e-06]"
0805080501,0,0,"[0.9991936087608337, 0.0008063563727773726]"
0864330201,0,0,"[0.9999586343765259, 4.139543671044521e-05]"
0306630101,0,0,"[0.9996535778045654, 0.0003464583423919976]"
0112551701,0,0,"[0.9998188614845276, 0.0001812208502087742]"
0864330101,1,1,"[0.0017040668753907084, 0.9982959628105164]"
0864330401,0,0,"[0.9996277093887329, 0.00037231529131531715]"
0861910301,1,0,"[0.9999841451644897, 1.5863564840401523e-05]"
0864330301,0,0,"[0.9954186677932739, 0.004581367131322622]"
0725200301,0,0,"[0.9997037053108215, 0.0002962116850540042]"
0651790201,0,0,"[0.9992092251777649, 0.0007907670806162059]"
0112550601,0,0,"[0.9999202489852905, 7.972247840370983e-05]"
0500730101,0,0,"[0.999640941619873, 0.00035904147080145776]"
0794581201,0,0,"[0.9999629259109497, 3.704600749188103e-05]"
0803671101,0,0,"[0.9996966123580933, 0.0003033711400348693]"
0401360301,0,0,"[0.9990857839584351, 0.0009142682538367808]"
0870830101,0,0,"[0.9992015957832336, 0.000798467081040144]"
0761630201,0,0,"[0.9987056255340576, 0.001294387737289071]"
0805080401,0,0,"[0.9975887537002563, 0.0024112770333886147]"
0740960101,0,0,"[0.9996675252914429, 0.000332490453729406]"
0790650101,0,0,"[0.9999899864196777, 9.988551028072834e-06]"
0200670101,0,0,"[0.9987077713012695, 0.0012922068126499653]"
0891800601,0,0,"[0.9981876015663147, 0.0018124310299754143]"
0872390101,1,1,"[0.34812477231025696, 0.6518751978874207]"
0803670501,0,0,"[0.9996784925460815, 0.00032147823367267847]"
0556090101,0,0,"[0.9997357726097107, 0.0002642416220624]"
0304190101,0,0,"[0.9565044641494751, 0.04349556565284729]"
0311190101,0,0,"[0.9999746084213257, 2.533979932195507e-05]"
0691570101,0,0,"[0.9998008608818054, 0.00019911267736461014]"
0124710801,1,1,"[0.0026304051280021667, 0.9973695278167725]"
0411980101,0,0,"[0.9999804496765137, 1.958743087016046e-05]"
0306630201,0,0,"[0.9999020099639893, 9.793639037525281e-05]"
0500730201,0,0,"[0.99968421459198, 0.00031579346978105605]"
0864560101,1,1,"[0.009447251446545124, 0.9905527830123901]"
0761630301,0,0,"[0.9731132388114929, 0.026886753737926483]"
0784510301,0,0,"[0.9999091625213623, 9.081997268367559e-05]"
0551870601,0,0,"[0.9998103976249695, 0.00018962538160849363]"
0551450101,0,0,"[0.9987781643867493, 0.001221822458319366]"
0725200101,0,0,"[0.9998528957366943, 0.00014706866932101548]"
0603260201,0,0,"[0.9998857975006104, 0.00011417572386562824]"
0200670301,0,0,"[0.999727189540863, 0.00027284075622446835]"
0862760201,0,0,"[0.9981796741485596, 0.001820386853069067]"
0657820101,0,0,"[0.9958500862121582, 0.004149923101067543]"
0152170501,0,0,"[0.9995286464691162, 0.0004713929374702275]"
0401360101,0,0,"[0.9999109506607056, 8.89902439666912e-05]"
0803670601,0,0,"[0.9996784925460815, 0.0003215815522707999]"
0870830401,0,0,"[0.9999849796295166, 1.5004772649263032e-05]"
0823680101,1,1,"[0.044077321887016296, 0.9559227228164673]"
0761630101,0,1,"[0.08063845336437225, 0.9193615913391113]"
0551870401,0,0,"[0.9999195337295532, 8.051536860875785e-05]"
0893810501,1,0,"[0.9425601363182068, 0.05743984133005142]"
0870830301,0,0,"[0.9992471933364868, 0.0007528866990469396]"
0851180401,1,1,"[0.002107219770550728, 0.9978927969932556]"
0145800101,0,0,"[0.987255334854126, 0.01274467259645462]"
0831790701,1,1,"[0.00206244015134871, 0.9979375600814819]"
0401360201,0,0,"[0.9994747042655945, 0.000525356677826494]"
0803671001,0,0,"[0.9929060935974121, 0.007093858439475298]"
0842340201,0,0,"[0.9998494386672974, 0.00015057544806040823]"
0861910201,1,1,"[0.0004220338596496731, 0.9995779395103455]"
0851180501,1,1,"[0.0074673909693956375, 0.9925326704978943]"
0200920101,0,0,"[0.999543309211731, 0.00045675545698031783]"
0200670401,0,0,"[0.9992377758026123, 0.0007622543489560485]"
0411980401,1,0,"[0.7476589679718018, 0.25234103202819824]"
