OBSID,Real Label,Pred Label,Probabilities
0551870601,0,1,"[4.9052134272642434e-05, 0.9999510049819946]"
0864330401,0,0,"[0.8981090784072876, 0.1018909439444542]"
0200670101,0,1,"[0.0, 1.0]"
0093641701,0,1,"[8.287401065016316e-19, 1.0]"
0556090101,0,1,"[0.0035969794262200594, 0.9964029788970947]"
0551870401,0,1,"[7.456550296918579e-14, 1.0]"
0401360201,0,0,"[0.6598273515701294, 0.340172678232193]"
0870830201,0,1,"[0.27050459384918213, 0.7294954061508179]"
0306630101,0,1,"[2.745684287219774e-05, 0.9999725818634033]"
0851180401,1,1,"[3.044475196755349e-27, 1.0]"
0200670201,0,1,"[0.0, 1.0]"
0691570101,0,0,"[0.6065916419029236, 0.3934083878993988]"
0784510301,0,1,"[1.3143280908067823e-10, 1.0]"
0145800101,0,1,"[5.605008102614606e-13, 1.0]"
0803671101,0,1,"[5.222128840465246e-10, 1.0]"
0861910201,1,1,"[0.0, 1.0]"
0651790201,0,1,"[2.0403338307078966e-12, 1.0]"
0803670501,0,1,"[2.9292380077095004e-07, 0.9999997615814209]"
0864330201,0,0,"[0.8972452878952026, 0.10275468975305557]"
0401360301,0,1,"[0.43612560629844666, 0.563874363899231]"
0725200101,0,0,"[0.8971260786056519, 0.10287393629550934]"
0093641601,0,0,"[0.8863450288772583, 0.1136549860239029]"
0093641501,0,1,"[4.358074789934108e-08, 1.0]"
0200670301,0,0,"[0.7139837145805359, 0.2860163450241089]"
0551450101,0,0,"[0.7554179430007935, 0.24458205699920654]"
0870830301,0,0,"[0.5719316005706787, 0.4280683994293213]"
0891800601,0,1,"[5.473654963560741e-24, 1.0]"
0872390101,1,1,"[0.0, 1.0]"
0603260201,0,1,"[0.0, 1.0]"
0510011501,0,1,"[0.0, 1.0]"
0870830401,0,0,"[0.750333309173584, 0.2496667206287384]"
0411980401,1,0,"[0.8831340074539185, 0.11686599254608154]"
0740960101,0,0,"[0.8960879445075989, 0.10391203314065933]"
0304190101,0,1,"[0.0, 1.0]"
0861910301,1,1,"[3.460322306469976e-11, 1.0]"
0411980101,0,0,"[0.8511611819267273, 0.1488388031721115]"
0401360101,0,0,"[0.7523434162139893, 0.24765653908252716]"
0864330301,0,0,"[0.8977199792861938, 0.10228000581264496]"
0112550601,0,1,"[2.666943618614881e-17, 1.0]"
0803670601,0,1,"[5.688474630005658e-05, 0.9999431371688843]"
0657820101,0,0,"[0.895789384841919, 0.10421060770750046]"
0500730201,0,0,"[0.8330382108688354, 0.16696180403232574]"
0725200301,0,0,"[0.8898969292640686, 0.11010311543941498]"
0851180501,1,1,"[0.0, 1.0]"
0864330101,1,1,"[5.927650814641083e-09, 1.0]"
0200920101,0,1,"[9.102197715499416e-36, 1.0]"
0805080501,0,0,"[0.863648533821106, 0.13635140657424927]"
0870830101,0,1,"[0.07067637145519257, 0.9293235540390015]"
0761630101,0,1,"[1.0178756193983887e-33, 1.0]"
0311190101,0,0,"[0.8955033421516418, 0.10449661314487457]"
0152170501,0,0,"[0.8874430656433105, 0.11255694180727005]"
0761630201,0,1,"[3.383582810971546e-26, 1.0]"
0805080401,0,0,"[0.742174506187439, 0.25782543420791626]"
0842340201,0,0,"[0.8782742619514465, 0.12172580510377884]"
0111790101,0,0,"[0.897587239742279, 0.10241279751062393]"
0864560101,1,1,"[0.0, 1.0]"
0761630301,1,1,"[1.5179105738233928e-24, 1.0]"
0794581201,0,1,"[0.32389166951179504, 0.6761083006858826]"
0893810501,1,1,"[1.19424642445378e-33, 1.0]"
0831790701,1,1,"[7.637595376152448e-19, 1.0]"
0124710801,1,1,"[1.387665024998815e-28, 1.0]"
0803671001,0,1,"[1.4312981875264086e-05, 0.9999856948852539]"
0790650101,0,0,"[0.9001421332359314, 0.0998578667640686]"
0200670401,0,1,"[1.2065663572424778e-11, 1.0]"
0306630201,0,1,"[0.0030567615758627653, 0.9969431757926941]"
0112551701,0,0,"[0.8928295969963074, 0.1071704626083374]"
0823680101,1,1,"[1.3454999007557109e-20, 1.0]"
0862760201,0,1,"[0.004723237827420235, 0.9952768087387085]"
0500730101,0,1,"[0.47493112087249756, 0.5250688791275024]"
