OBSID,Real Label,Pred Label,Probabilities
0411980101,0,1,"[5.8144916692981496e-05, 0.9999418258666992]"
0870830201,0,1,"[1.9054268705076538e-05, 0.9999809265136719]"
0311190101,0,0,"[0.7982034087181091, 0.2017965465784073]"
0851180501,1,1,"[1.954094441813936e-09, 1.0]"
0864330101,1,1,"[0.014427530579268932, 0.9855723977088928]"
0304190101,0,1,"[1.5529896957770241e-22, 1.0]"
0200670401,0,1,"[1.2882814189651981e-05, 0.9999871253967285]"
0145800101,0,1,"[2.5872904529933294e-07, 0.9999997615814209]"
0805080401,0,1,"[0.00016877034795470536, 0.9998311996459961]"
0725200301,0,0,"[0.8170086145401001, 0.18299143016338348]"
0761630101,0,1,"[1.7984551348160238e-10, 1.0]"
0200670301,0,1,"[2.8388185455696657e-05, 0.9999716281890869]"
0893810501,1,1,"[4.5351907992929874e-12, 1.0]"
0401360301,0,1,"[6.923417004145449e-06, 0.999993085861206]"
0603260201,0,1,"[2.300788606605041e-15, 1.0]"
0401360101,0,1,"[4.512895247898996e-05, 0.9999548196792603]"
0500730201,0,1,"[6.673822645097971e-05, 0.9999332427978516]"
0870830101,0,1,"[1.7841433646026417e-06, 0.9999982118606567]"
0872390101,1,1,"[9.542063320044925e-13, 1.0]"
0803670501,0,1,"[5.467803987357911e-08, 1.0]"
0805080501,0,1,"[0.0003949480305891484, 0.999605119228363]"
0864330401,0,1,"[0.438140332698822, 0.5618597269058228]"
0200670101,0,1,"[9.812820280785672e-07, 0.9999990463256836]"
0401360201,0,1,"[1.7141492207883857e-05, 0.9999828338623047]"
0112551701,0,0,"[0.5612780451774597, 0.4387219250202179]"
0864560101,1,1,"[1.1338274674699278e-07, 0.9999998807907104]"
0551870401,0,1,"[2.830000012110645e-09, 1.0]"
0861910301,1,1,"[4.606707534549059e-06, 0.9999953508377075]"
0823680101,1,1,"[1.158527922484609e-07, 0.9999998807907104]"
0803670601,0,1,"[6.962389420550608e-07, 0.9999992847442627]"
0200920101,0,1,"[4.068749503982616e-11, 1.0]"
0093641501,0,1,"[2.772936795736314e-06, 0.9999972581863403]"
0803671001,0,1,"[3.036452653759625e-07, 0.9999996423721313]"
0651790201,0,1,"[8.133678619515194e-09, 1.0]"
0500730101,0,1,"[1.972325480892323e-05, 0.9999803304672241]"
0411980401,1,1,"[0.04879714548587799, 0.951202929019928]"
0870830401,0,1,"[1.3083938938507345e-05, 0.9999868869781494]"
0761630301,1,1,"[1.6611037878533352e-08, 1.0]"
0306630101,0,1,"[1.699195127002895e-05, 0.9999829530715942]"
0831790701,1,1,"[1.5238834638608978e-09, 1.0]"
0306630201,0,1,"[4.663059371523559e-06, 0.9999953508377075]"
0152170501,0,1,"[0.015349932946264744, 0.9846500754356384]"
0891800601,0,1,"[1.211421629676579e-09, 1.0]"
0691570101,0,1,"[4.447553146746941e-05, 0.9999555349349976]"
0725200101,0,0,"[0.8058429956436157, 0.19415703415870667]"
0551450101,0,1,"[0.00025150791043415666, 0.9997485280036926]"
0093641601,0,1,"[0.0022449358366429806, 0.9977551102638245]"
0864330301,0,1,"[0.2700846493244171, 0.7299153208732605]"
0112550601,0,1,"[1.7731850709967745e-10, 1.0]"
0861910201,1,1,"[2.596447501446164e-10, 1.0]"
0111790101,0,0,"[0.8071216940879822, 0.19287824630737305]"
0842340201,0,1,"[0.0014116020174697042, 0.9985883831977844]"
0551870601,0,1,"[4.083582609837322e-07, 0.9999996423721313]"
0862760201,0,1,"[1.6432195479865186e-06, 0.9999983310699463]"
0761630201,0,1,"[3.9293208686785874e-09, 1.0]"
0093641701,0,1,"[1.8005531510212336e-09, 1.0]"
0851180401,1,1,"[1.3780518948180998e-08, 1.0]"
0784510301,0,1,"[7.573505200753061e-08, 0.9999998807907104]"
0657820101,0,1,"[0.18000727891921997, 0.8199926614761353]"
0864330201,0,1,"[0.45495137572288513, 0.5450485348701477]"
0790650101,0,0,"[0.8446792960166931, 0.15532073378562927]"
0556090101,0,1,"[1.361742079097894e-06, 0.9999986886978149]"
0803671101,0,1,"[5.574253236773075e-07, 0.9999994039535522]"
0124710801,1,1,"[4.912988629257597e-07, 0.9999995231628418]"
0510011501,0,1,"[5.4645795132766255e-24, 1.0]"
0200670201,0,1,"[1.1672685786834336e-06, 0.9999988079071045]"
0870830301,0,1,"[5.5813293329265434e-06, 0.9999943971633911]"
0794581201,0,1,"[1.184691245725844e-05, 0.9999881982803345]"
0740960101,0,1,"[0.3372872769832611, 0.6627126932144165]"
