OBSID,Real Label,Pred Label,Probabilities
0401360101,0,0,"[0.8551538586616516, 0.1448461413383484]"
0864560101,1,1,"[2.3660205739073348e-12, 1.0]"
0311190101,0,0,"[0.847743809223175, 0.15225623548030853]"
0803670601,0,1,"[0.05271663889288902, 0.9472833275794983]"
0725200101,0,0,"[0.7939047813415527, 0.20609523355960846]"
0864330401,0,0,"[0.8421239256858826, 0.15787608921527863]"
0411980101,0,0,"[0.7490023374557495, 0.2509976923465729]"
0740960101,0,0,"[0.6739104986190796, 0.3260895311832428]"
0870830401,0,0,"[0.7927498817443848, 0.20725008845329285]"
0803671001,0,1,"[0.03590164706110954, 0.964098334312439]"
0200670401,0,1,"[0.0024674604646861553, 0.9975324869155884]"
0124710801,1,1,"[1.0310745719678202e-15, 1.0]"
0500730101,0,1,"[0.012576395645737648, 0.9874235987663269]"
0657820101,0,0,"[0.7902799248695374, 0.20972007513046265]"
0306630101,0,1,"[0.008316793479025364, 0.9916832447052002]"
0200920101,0,1,"[1.6682896557540516e-06, 0.9999983310699463]"
0500730201,0,0,"[0.6900572776794434, 0.30994269251823425]"
0872390101,1,1,"[1.5322976448881725e-13, 1.0]"
0510011501,0,1,"[4.160218576147712e-30, 1.0]"
0551870601,0,1,"[0.19468125700950623, 0.8053187131881714]"
0870830301,0,1,"[0.14602963626384735, 0.8539703488349915]"
0725200301,0,0,"[0.6308536529541016, 0.36914634704589844]"
0761630101,0,1,"[7.580458681014264e-15, 1.0]"
0784510301,0,1,"[0.0008234555134549737, 0.999176561832428]"
0111790101,0,1,"[0.45895853638648987, 0.5410414934158325]"
0551450101,0,0,"[0.5481288433074951, 0.4518711566925049]"
0145800101,0,1,"[4.30764475822798e-06, 0.9999957084655762]"
0691570101,0,0,"[0.5070359706878662, 0.4929639995098114]"
0551870401,0,1,"[0.01345270499587059, 0.9865473508834839]"
0805080501,0,0,"[0.6442481875419617, 0.35575181245803833]"
0870830201,0,1,"[0.13643547892570496, 0.8635645508766174]"
0891800601,0,1,"[0.0002854594204109162, 0.9997145533561707]"
0401360301,0,1,"[0.25008058547973633, 0.7499194741249084]"
0761630301,1,1,"[2.9557120797107928e-05, 0.9999704360961914]"
0794581201,0,0,"[0.7830114364624023, 0.21698859333992004]"
0864330101,1,1,"[1.4573954842944659e-07, 0.9999998807907104]"
0200670101,0,1,"[0.0, 1.0]"
0790650101,0,0,"[0.866960346698761, 0.1330396682024002]"
0761630201,0,1,"[4.5259057612767606e-10, 1.0]"
0803671101,0,1,"[0.0008732079295441508, 0.9991268515586853]"
0603260201,0,1,"[3.1116161380850826e-07, 0.9999996423721313]"
0112550601,0,1,"[0.002033851109445095, 0.9979661703109741]"
0870830101,0,0,"[0.5326666235923767, 0.46733328700065613]"
0093641701,0,0,"[0.8919657468795776, 0.10803420841693878]"
0823680101,1,1,"[1.885509109955663e-10, 1.0]"
0112551701,0,0,"[0.6666536331176758, 0.3333463966846466]"
0304190101,0,1,"[5.278003007134146e-22, 1.0]"
0093641601,0,1,"[0.18189842998981476, 0.8181015253067017]"
0862760201,0,1,"[0.17375081777572632, 0.8262491822242737]"
0851180401,1,1,"[1.3060003382567298e-12, 1.0]"
0831790701,1,1,"[1.9952223467151198e-12, 1.0]"
0864330201,0,0,"[0.8448600769042969, 0.15513993799686432]"
0556090101,0,1,"[0.3719073235988617, 0.6280926465988159]"
0411980401,1,1,"[0.0005844521219842136, 0.9994155168533325]"
0805080401,0,1,"[0.2405191957950592, 0.7594807744026184]"
0306630201,0,1,"[0.04089833423495293, 0.9591016173362732]"
0401360201,0,1,"[0.276187002658844, 0.723812997341156]"
0200670201,0,1,"[0.0, 1.0]"
0093641501,0,1,"[0.017646776512265205, 0.9823532104492188]"
0651790201,0,1,"[0.1548837423324585, 0.8451162576675415]"
0803670501,0,1,"[0.07083537429571152, 0.9291646480560303]"
0861910201,1,1,"[4.102021744874966e-15, 1.0]"
0200670301,0,0,"[0.6188636422157288, 0.38113638758659363]"
0864330301,0,0,"[0.7036340236663818, 0.2963659465312958]"
0893810501,1,1,"[1.714284003639932e-08, 1.0]"
0152170501,0,0,"[0.8384703993797302, 0.16152960062026978]"
0861910301,1,1,"[0.06317896395921707, 0.9368209838867188]"
0842340201,0,0,"[0.8202794790267944, 0.1797204613685608]"
0851180501,1,1,"[6.490211064977616e-14, 1.0]"
