OBSID,Real Label,Pred Label,Probabilities
0500730201,0,0,"[0.9040127992630005, 0.09598711878061295]"
0152170501,0,0,"[0.9031352996826172, 0.09686464071273804]"
0200670201,0,0,"[0.9169345498085022, 0.0830654725432396]"
0864330101,1,1,"[6.322044807047244e-17, 1.0]"
0761630101,0,0,"[0.6270106434822083, 0.37298935651779175]"
0864330401,0,0,"[0.8904282450675964, 0.10957176238298416]"
0805080401,0,0,"[0.8908588290214539, 0.10914119333028793]"
0851180401,1,1,"[1.479753853359054e-16, 1.0]"
0761630201,0,1,"[0.027848204597830772, 0.9721517562866211]"
0851180501,1,1,"[2.2380029246645266e-15, 1.0]"
0411980101,0,0,"[0.8964512348175049, 0.10354876518249512]"
0311190101,0,0,"[0.899746298789978, 0.10025376826524734]"
0551870401,0,0,"[0.9124318957328796, 0.08756810426712036]"
0872390101,1,1,"[6.617237112654348e-17, 1.0]"
0870830301,0,0,"[0.9095450043678284, 0.09045501053333282]"
0551450101,0,0,"[0.896944522857666, 0.1030554473400116]"
0864330201,0,0,"[0.898184061050415, 0.10181597620248795]"
0861910301,1,0,"[0.9082860946655273, 0.09171393513679504]"
0823680101,1,1,"[5.15805083920514e-14, 1.0]"
0401360301,0,0,"[0.9021518230438232, 0.09784825891256332]"
0124710801,1,1,"[7.949818627468498e-18, 1.0]"
0803670501,0,0,"[0.8965122103691101, 0.10348783433437347]"
0725200301,0,0,"[0.8955788612365723, 0.10442107170820236]"
0870830201,0,0,"[0.900557279586792, 0.0994427353143692]"
0861910201,1,1,"[2.4228035438383455e-16, 1.0]"
0111790101,0,0,"[0.8825116753578186, 0.117488332092762]"
0740960101,0,0,"[0.891676664352417, 0.10832332074642181]"
0200670301,0,1,"[0.32430845499038696, 0.6756914854049683]"
0805080501,0,0,"[0.8963025808334351, 0.10369738191366196]"
0651790201,0,0,"[0.8868806958198547, 0.11311934888362885]"
0200670101,0,0,"[0.9245892763137817, 0.07541078329086304]"
0603260201,0,0,"[0.9128925800323486, 0.08710744231939316]"
0145800101,0,0,"[0.9015294313430786, 0.09847056865692139]"
0306630101,0,0,"[0.9115434288978577, 0.08845657110214233]"
0864330301,0,0,"[0.8858892917633057, 0.11411067843437195]"
0864560101,1,1,"[1.2531088363146314e-12, 1.0]"
0112550601,0,0,"[0.5540174841880798, 0.4459824860095978]"
0200920101,0,0,"[0.7163335680961609, 0.2836664021015167]"
0831790701,1,1,"[3.293395827437269e-19, 1.0]"
0842340201,0,0,"[0.9012874960899353, 0.09871247410774231]"
0112551701,0,0,"[0.9063454866409302, 0.09365454316139221]"
0306630201,0,0,"[0.9058058261871338, 0.094194196164608]"
0401360101,0,0,"[0.7292985916137695, 0.27070143818855286]"
0551870601,0,0,"[0.89933842420578, 0.10066156089305878]"
0784510301,0,0,"[0.900102436542511, 0.09989753365516663]"
0691570101,0,0,"[0.8844556212425232, 0.11554431915283203]"
0411980401,1,0,"[0.6703329086303711, 0.3296671211719513]"
0500730101,0,0,"[0.8973280191421509, 0.10267201066017151]"
0891800601,0,0,"[0.8847395181655884, 0.11526048928499222]"
0893810501,1,1,"[4.647918716571553e-10, 1.0]"
0803670601,0,0,"[0.8929033279418945, 0.10709662735462189]"
0304190101,0,1,"[0.4936586320400238, 0.506341278553009]"
0401360201,0,0,"[0.900524377822876, 0.09947563707828522]"
0510011501,0,0,"[0.933534562587738, 0.06646543741226196]"
0725200101,0,0,"[0.9002442359924316, 0.09975574910640717]"
0761630301,0,0,"[0.8444506525993347, 0.15554937720298767]"
0657820101,0,0,"[0.9096938371658325, 0.09030616283416748]"
0870830401,0,0,"[0.9144478440284729, 0.08555213361978531]"
0794581201,0,0,"[0.901567816734314, 0.09843218326568604]"
0556090101,0,0,"[0.8993008136749268, 0.10069917142391205]"
0790650101,0,0,"[0.9035085439682007, 0.09649144858121872]"
0862760201,0,1,"[0.4175622761249542, 0.5824378132820129]"
0803671101,0,0,"[0.8865416646003723, 0.11345838010311127]"
0870830101,0,0,"[0.9085416793823242, 0.09145832806825638]"
0803671001,0,0,"[0.8965983390808105, 0.10340168327093124]"
0200670401,0,0,"[0.9002478718757629, 0.09975212812423706]"
