OBSID,Real Label,Pred Label,Probabilities
0200670101,0,1,"[0.0, 1.0]"
0306630101,0,1,"[5.386978227761574e-05, 0.999946117401123]"
0803671101,0,1,"[3.899806922398987e-16, 1.0]"
0790650101,0,0,"[0.5, 0.5]"
0657820101,0,0,"[0.5, 0.5]"
0306630201,0,1,"[1.3930909403825353e-07, 0.9999998807907104]"
0551870401,0,1,"[1.8758551495355855e-26, 1.0]"
0864560101,1,1,"[0.0, 1.0]"
0831790701,1,1,"[0.0, 1.0]"
0893810501,1,1,"[0.0, 1.0]"
0500730101,0,1,"[1.283901980286828e-07, 0.9999998807907104]"
0152170501,0,1,"[0.09425520151853561, 0.9057447910308838]"
0500730201,0,1,"[1.0091442845805432e-06, 0.9999990463256836]"
0200920101,0,1,"[0.0, 1.0]"
0784510301,0,1,"[4.636887662029521e-13, 1.0]"
0510011501,0,1,"[0.0, 1.0]"
0556090101,0,1,"[5.986095619192611e-09, 1.0]"
0794581201,0,1,"[1.6837604643882287e-09, 1.0]"
0093641701,0,1,"[8.63160608698776e-36, 1.0]"
0864330201,0,0,"[0.5, 0.5]"
0124710801,1,1,"[0.0, 1.0]"
0093641601,0,1,"[2.0786178185862873e-18, 1.0]"
0870830301,0,1,"[4.3031299412632507e-08, 1.0]"
0725200301,0,0,"[0.5, 0.5]"
0551450101,0,1,"[0.18524830043315887, 0.8147517442703247]"
0411980101,0,1,"[0.001355678541585803, 0.9986442923545837]"
0725200101,0,0,"[0.5, 0.5]"
0861910301,1,0,"[0.5, 0.5]"
0872390101,1,1,"[0.0, 1.0]"
0803671001,0,1,"[2.3967831300382436e-13, 1.0]"
0851180501,1,1,"[0.0, 1.0]"
0870830401,0,1,"[3.048462871024782e-11, 1.0]"
0761630301,0,1,"[1.9212318790291462e-28, 1.0]"
0805080501,0,1,"[6.8542394728865474e-06, 0.9999932050704956]"
0842340201,0,1,"[5.576210969593376e-05, 0.9999442100524902]"
0891800601,0,1,"[6.1160385981785045e-27, 1.0]"
0651790201,0,1,"[5.735633661303012e-19, 1.0]"
0551870601,0,1,"[7.3705357951908e-14, 1.0]"
0603260201,0,1,"[0.0, 1.0]"
0112551701,0,0,"[0.5, 0.5]"
0401360301,0,1,"[4.72294729367273e-15, 1.0]"
0112550601,0,1,"[4.271057812795749e-24, 1.0]"
0401360101,0,1,"[7.752880115674543e-09, 1.0]"
0145800101,0,1,"[2.3254776530452894e-30, 1.0]"
0803670501,0,1,"[4.9333870641469e-18, 1.0]"
0761630101,0,1,"[0.0, 1.0]"
0864330401,0,0,"[0.5, 0.5]"
0870830101,0,1,"[2.2263640990461894e-14, 1.0]"
0864330301,0,0,"[0.5, 0.5]"
0870830201,0,1,"[5.819209003554704e-10, 1.0]"
0311190101,0,0,"[0.5, 0.5]"
0093641501,0,1,"[2.4323466751020486e-27, 1.0]"
0200670401,0,1,"[1.7964431435757433e-06, 0.9999982118606567]"
0740960101,0,0,"[0.5, 0.5]"
0861910201,1,1,"[0.0, 1.0]"
0803670601,0,1,"[1.7223037218627724e-08, 1.0]"
0200670301,0,1,"[7.827820809325203e-05, 0.9999216794967651]"
0401360201,0,1,"[1.3077688890916761e-05, 0.9999868869781494]"
0111790101,0,0,"[0.5, 0.5]"
0862760201,0,1,"[6.286111908782033e-11, 1.0]"
0304190101,0,1,"[0.0, 1.0]"
0864330101,1,1,"[0.0, 1.0]"
0411980401,1,1,"[1.3141285535311908e-06, 0.9999986886978149]"
0823680101,1,1,"[0.0, 1.0]"
0200670201,0,1,"[0.0, 1.0]"
0851180401,1,1,"[0.0, 1.0]"
0805080401,0,1,"[5.006803621654399e-05, 0.9999499320983887]"
0691570101,0,1,"[0.0005469453753903508, 0.9994530081748962]"
0761630201,0,1,"[0.0, 1.0]"
