OBSID,Real Label,Pred Label,Probabilities
0803670501,0,0,"[0.8641906380653381, 0.13580936193466187]"
0111790101,0,0,"[0.8242571949958801, 0.17574281990528107]"
0657820101,0,0,"[0.8572602868080139, 0.14273975789546967]"
0870830401,0,1,"[0.4096124470233917, 0.5903875827789307]"
0306630101,0,0,"[0.8254293203353882, 0.174570694565773]"
0803671001,0,0,"[0.8379604816436768, 0.16203945875167847]"
0306630201,0,0,"[0.8383524417877197, 0.16164755821228027]"
0861910301,1,0,"[0.8922466039657593, 0.10775338858366013]"
0864330401,0,0,"[0.8743913173675537, 0.1256086826324463]"
0551870601,0,0,"[0.8725903630256653, 0.12740963697433472]"
0500730101,0,0,"[0.841159999370575, 0.15883995592594147]"
0842340201,0,0,"[0.8746280074119568, 0.12537193298339844]"
0805080401,0,0,"[0.8834609389305115, 0.11653908342123032]"
0112551701,0,0,"[0.9026322364807129, 0.09736776351928711]"
0891800601,0,0,"[0.8809144496917725, 0.1190856322646141]"
0311190101,0,0,"[0.8770216107368469, 0.12297835946083069]"
0152170501,0,0,"[0.882256269454956, 0.11774373799562454]"
0864330301,0,0,"[0.854364275932312, 0.14563573896884918]"
0740960101,0,0,"[0.8594253659248352, 0.1405745893716812]"
0803671101,0,0,"[0.8871070742607117, 0.11289290338754654]"
0761630101,0,1,"[0.04533957690000534, 0.9546604156494141]"
0893810501,1,1,"[2.4005436216611997e-07, 0.9999997615814209]"
0864560101,1,1,"[1.0821554496942554e-07, 0.9999998807907104]"
0870830201,0,0,"[0.812861442565918, 0.1871386021375656]"
0851180501,1,1,"[1.3647685204176696e-09, 1.0]"
0864330101,1,1,"[6.688673226395991e-11, 1.0]"
0861910201,1,1,"[5.3813167255611916e-09, 1.0]"
0556090101,0,0,"[0.8671665191650391, 0.1328335553407669]"
0200670301,0,1,"[0.013753893785178661, 0.9862461090087891]"
0401360301,0,0,"[0.855172872543335, 0.14482717216014862]"
0784510301,0,0,"[0.8203981518745422, 0.17960186302661896]"
0124710801,1,1,"[1.050519893297519e-09, 1.0]"
0823680101,1,1,"[1.0682753348589813e-08, 1.0]"
0145800101,0,0,"[0.5423328876495361, 0.45766711235046387]"
0200670201,0,1,"[0.20220555365085602, 0.7977944016456604]"
0603260201,0,0,"[0.692757248878479, 0.307242751121521]"
0510011501,0,0,"[0.9011901617050171, 0.09880977123975754]"
0872390101,1,1,"[3.720679597751797e-10, 1.0]"
0761630201,0,1,"[0.0012478181160986423, 0.9987521171569824]"
0200670401,0,0,"[0.843123197555542, 0.15687678754329681]"
0551870401,0,0,"[0.6365699172019958, 0.36343011260032654]"
0831790701,1,1,"[1.173496846570976e-12, 1.0]"
0761630301,0,1,"[0.13020706176757812, 0.8697928786277771]"
0500730201,0,0,"[0.8665984272956848, 0.1334015280008316]"
0304190101,0,1,"[0.002778574824333191, 0.9972214698791504]"
0411980101,0,0,"[0.848568320274353, 0.1514316350221634]"
0401360201,0,0,"[0.8515592813491821, 0.14844080805778503]"
0691570101,0,0,"[0.8417596220970154, 0.15824034810066223]"
0862760201,0,1,"[0.35194656252861023, 0.6480534672737122]"
0725200101,0,0,"[0.9084579348564148, 0.0915420651435852]"
0411980401,1,1,"[0.009703590534627438, 0.9902964234352112]"
0851180401,1,1,"[5.990741236416852e-10, 1.0]"
0200920101,0,1,"[0.4903861880302429, 0.5096138119697571]"
0805080501,0,0,"[0.8692034482955933, 0.13079655170440674]"
0651790201,0,0,"[0.7870662808418274, 0.2129337340593338]"
0790650101,0,0,"[0.8800650238990784, 0.1199350357055664]"
0803670601,0,0,"[0.8605747222900391, 0.13942524790763855]"
0870830101,0,1,"[0.441466748714447, 0.558533251285553]"
0725200301,0,0,"[0.8964643478393555, 0.10353566706180573]"
0112550601,0,1,"[0.010481729172170162, 0.9895182251930237]"
0200670101,0,1,"[0.42873111367225647, 0.5712688565254211]"
0870830301,0,0,"[0.8407184481620789, 0.15928153693675995]"
0551450101,0,0,"[0.8567207455635071, 0.14327922463417053]"
0794581201,0,0,"[0.8489617705345154, 0.1510383039712906]"
0401360101,0,0,"[0.6808621287345886, 0.31913793087005615]"
0864330201,0,0,"[0.8531352281570435, 0.14686475694179535]"
