OBSID,Real Label,Pred Label,Probabilities
0864330101,1,1,"[0.49924784898757935, 0.5007521510124207]"
0842340201,0,1,"[0.4715611934661865, 0.5284388065338135]"
0790650101,0,0,"[0.6095777750015259, 0.3904222846031189]"
0761630201,0,1,"[0.12148742377758026, 0.8785125613212585]"
0651790201,0,1,"[0.3911660313606262, 0.6088340282440186]"
0794581201,0,1,"[0.3397698998451233, 0.6602301001548767]"
0761630101,0,1,"[0.2848258912563324, 0.71517413854599]"
0861910301,1,1,"[0.30509260296821594, 0.6949074268341064]"
0805080401,0,0,"[0.6258507370948792, 0.37414929270744324]"
0500730101,0,0,"[0.5908260941505432, 0.4091738760471344]"
0411980101,0,0,"[0.6625025272369385, 0.3374974727630615]"
0740960101,0,1,"[0.46347716450691223, 0.5365228056907654]"
0803670501,0,1,"[0.4832703173160553, 0.5167297124862671]"
0093641601,0,0,"[0.8644346594810486, 0.13556532561779022]"
0306630201,0,1,"[0.3923937976360321, 0.6076062321662903]"
0093641501,0,1,"[0.0039629461243748665, 0.9960370659828186]"
0152170501,0,0,"[0.5027897357940674, 0.4972103238105774]"
0851180501,1,1,"[0.17767170071601868, 0.8223283290863037]"
0725200101,0,1,"[0.4743935167789459, 0.5256065130233765]"
0551450101,0,1,"[0.4482841193675995, 0.5517158508300781]"
0657820101,0,0,"[0.5992870330810547, 0.4007129967212677]"
0111790101,0,0,"[0.6759535074234009, 0.32404646277427673]"
0864330401,0,1,"[0.4030614197254181, 0.5969386100769043]"
0551870401,0,1,"[0.3806132972240448, 0.6193866729736328]"
0870830301,0,1,"[0.29513102769851685, 0.7048690319061279]"
0500730201,0,0,"[0.5790269374847412, 0.4209730625152588]"
0200670301,0,1,"[0.4271124005317688, 0.5728875994682312]"
0864330201,0,0,"[0.5072639584541321, 0.4927360415458679]"
0864560101,1,1,"[0.16062325239181519, 0.8393767476081848]"
0893810501,1,1,"[0.16301357746124268, 0.8369864821434021]"
0691570101,0,0,"[0.6883736252784729, 0.3116263151168823]"
0803671101,0,1,"[0.3601037859916687, 0.6398962140083313]"
0803671001,0,1,"[0.4124177098274231, 0.5875822901725769]"
0603260201,0,0,"[0.5115463137626648, 0.4884536564350128]"
0401360301,0,1,"[0.35832929611206055, 0.6416706442832947]"
0124710801,1,1,"[0.32592931389808655, 0.6740706562995911]"
0870830101,0,1,"[0.44947364926338196, 0.5505263805389404]"
0891800601,0,0,"[0.6233726143836975, 0.3766273856163025]"
0556090101,0,0,"[0.7084458470344543, 0.29155421257019043]"
0112550601,0,1,"[0.029999108985066414, 0.9700008630752563]"
0401360201,0,0,"[0.686188817024231, 0.31381121277809143]"
0200920101,0,1,"[0.023108528926968575, 0.9768914580345154]"
0823680101,1,1,"[0.14806337654590607, 0.8519366383552551]"
0306630101,0,0,"[0.6343435049057007, 0.3656565248966217]"
0725200301,0,0,"[0.5684857964515686, 0.431514173746109]"
0864330301,0,1,"[0.40925729274749756, 0.5907427072525024]"
0872390101,1,1,"[0.04104752838611603, 0.9589524269104004]"
0401360101,0,0,"[0.5805759429931641, 0.4194241166114807]"
0510011501,0,0,"[0.5428194999694824, 0.4571804702281952]"
0411980401,1,1,"[0.3524949848651886, 0.6475050449371338]"
0831790701,1,1,"[0.17758359014987946, 0.8224164247512817]"
0862760201,0,1,"[0.43849024176597595, 0.5615097284317017]"
0200670401,0,0,"[0.5428194999694824, 0.4571804702281952]"
0093641701,0,0,"[0.8644346594810486, 0.13556532561779022]"
0803670601,0,0,"[0.723709762096405, 0.27629029750823975]"
0145800101,0,0,"[0.6297467350959778, 0.370253324508667]"
0311190101,0,1,"[0.40937960147857666, 0.5906203389167786]"
0805080501,0,1,"[0.33478671312332153, 0.6652132868766785]"
0551870601,0,1,"[0.3678898811340332, 0.6321101188659668]"
0200670201,0,1,"[0.005300693213939667, 0.9946993589401245]"
0784510301,0,1,"[0.2332538664340973, 0.7667461633682251]"
0761630301,1,0,"[0.5962114334106445, 0.4037885069847107]"
0870830401,0,0,"[0.5490940809249878, 0.4509059488773346]"
0870830201,0,0,"[0.5490940809249878, 0.4509059488773346]"
0861910201,1,1,"[0.32592931389808655, 0.6740706562995911]"
0112551701,0,1,"[0.39224186539649963, 0.6077581644058228]"
0200670101,0,1,"[0.0016264127334579825, 0.9983735084533691]"
0851180401,1,1,"[0.1834312230348587, 0.8165687918663025]"
0304190101,0,1,"[0.008919886313378811, 0.991080105304718]"
