OBSID,Real Label,Pred Label,Probabilities
0725200101,0,0,"[0.9956955909729004, 0.004304350819438696]"
0851180401,1,1,"[5.205626472603668e-19, 1.0]"
0306630101,0,1,"[0.0002014746714849025, 0.999798595905304]"
0864330201,0,0,"[0.5, 0.5]"
0093641701,0,1,"[2.2966043616179377e-05, 0.9999769926071167]"
0152170501,0,0,"[0.5, 0.5]"
0411980101,0,1,"[0.03904672712087631, 0.9609532952308655]"
0864330301,0,0,"[0.5, 0.5]"
0842340201,0,1,"[0.2875659167766571, 0.7124341130256653]"
0200670101,0,1,"[0.0, 1.0]"
0112551701,0,1,"[0.38124966621398926, 0.6187503933906555]"
0124710801,1,1,"[6.893045789777802e-27, 1.0]"
0551450101,0,1,"[0.02279304713010788, 0.9772068858146667]"
0870830401,0,1,"[0.002199785318225622, 0.9978001713752747]"
0306630201,0,1,"[0.005479970946907997, 0.9945200085639954]"
0870830301,0,1,"[7.782827015034854e-05, 0.9999221563339233]"
0803671001,0,1,"[8.453467671643011e-06, 0.9999915361404419]"
0200670301,0,1,"[0.0023600938729941845, 0.9976398944854736]"
0401360101,0,1,"[0.005890158470720053, 0.9941098690032959]"
0861910301,1,1,"[7.313015082388574e-09, 1.0]"
0401360301,0,1,"[7.648333121323958e-05, 0.9999234676361084]"
0411980401,1,1,"[5.966202252238872e-07, 0.9999994039535522]"
0861910201,1,1,"[1.1399793504237865e-26, 1.0]"
0761630101,0,1,"[4.480767302107818e-22, 1.0]"
0805080501,0,1,"[0.08436769992113113, 0.9156322479248047]"
0823680101,1,1,"[1.2998072192001059e-20, 1.0]"
0200670401,0,1,"[3.0645458082290133e-06, 0.9999969005584717]"
0862760201,0,1,"[0.00016523631347808987, 0.9998347759246826]"
0831790701,1,1,"[4.0142146121209095e-25, 1.0]"
0651790201,0,1,"[1.57497296982001e-07, 0.9999998807907104]"
0556090101,0,1,"[0.00014812208246439695, 0.9998518228530884]"
0657820101,0,0,"[0.5, 0.5]"
0784510301,0,1,"[1.511822631528048e-07, 0.9999998807907104]"
0864330401,0,0,"[0.5, 0.5]"
0093641501,0,1,"[5.315113412507344e-06, 0.9999946355819702]"
0603260201,0,1,"[2.5866066794708734e-17, 1.0]"
0803670601,0,1,"[1.5988760424079373e-05, 0.9999840259552002]"
0870830101,0,1,"[0.0001338350266451016, 0.9998661279678345]"
0093641601,0,0,"[0.9511304497718811, 0.04886956885457039]"
0790650101,0,0,"[0.9966630339622498, 0.003336938563734293]"
0891800601,0,1,"[1.8134502788313966e-09, 1.0]"
0851180501,1,1,"[9.872227408520035e-24, 1.0]"
0112550601,0,1,"[7.520141842576322e-09, 1.0]"
0500730201,0,1,"[0.004007178358733654, 0.9959927797317505]"
0111790101,0,0,"[0.7845747470855713, 0.21542523801326752]"
0510011501,0,1,"[0.0, 1.0]"
0740960101,0,0,"[0.5, 0.5]"
0311190101,0,1,"[0.23471009731292725, 0.7652899026870728]"
0805080401,0,1,"[0.0015200329944491386, 0.9984800219535828]"
0551870601,0,1,"[7.175550763349747e-06, 0.999992847442627]"
0304190101,0,1,"[1.6501957612799755e-35, 1.0]"
0864560101,1,1,"[6.430669172470973e-18, 1.0]"
0725200301,0,1,"[0.13672809302806854, 0.8632718920707703]"
0870830201,0,1,"[7.686764729442075e-05, 0.9999231100082397]"
0401360201,0,1,"[0.0003303375269751996, 0.9996696710586548]"
0691570101,0,1,"[0.0072261313907802105, 0.9927738904953003]"
0803670501,0,1,"[2.3972272629180225e-06, 0.999997615814209]"
0761630301,0,1,"[1.6729244656232822e-09, 1.0]"
0145800101,0,1,"[2.849280256178588e-10, 1.0]"
0200670201,0,1,"[0.0, 1.0]"
0761630201,0,1,"[8.570567880916669e-16, 1.0]"
0500730101,0,1,"[1.6237629097304307e-05, 0.9999837875366211]"
0200920101,0,1,"[4.947207140476584e-12, 1.0]"
0872390101,1,1,"[3.4835963468205994e-24, 1.0]"
0794581201,0,1,"[0.0009348415187560022, 0.9990652203559875]"
0803671101,0,1,"[5.638912057293055e-07, 0.9999994039535522]"
0893810501,1,1,"[5.472499753631651e-19, 1.0]"
0551870401,0,1,"[3.2747916378639275e-08, 1.0]"
0864330101,1,1,"[2.549397054140562e-13, 1.0]"
