OBSID,Real Label,Pred Label,Probabilities
0803670501,0,0,"[0.9999669790267944, 3.3015683584380895e-05]"
0401360201,0,0,"[0.996940016746521, 0.003059970447793603]"
0861910201,1,0,"[0.99998939037323, 1.0604143426462542e-05]"
0200670401,0,0,"[0.9998130202293396, 0.0001869705447461456]"
0864560101,1,0,"[1.0, 3.1247407954312564e-14]"
0657820101,0,0,"[0.9329482316970825, 0.06705175340175629]"
0112550601,0,0,"[0.9937923550605774, 0.006207681726664305]"
0864330301,0,0,"[0.9999892711639404, 1.0710637070587836e-05]"
0306630101,0,0,"[1.0, 5.805428295209414e-14]"
0864330201,0,0,"[0.9999216794967651, 7.836320583010092e-05]"
0842340201,0,0,"[0.9837814569473267, 0.016218505799770355]"
0401360101,0,0,"[0.9786731600761414, 0.021326828747987747]"
0152170501,0,0,"[0.9838135242462158, 0.01618647575378418]"
0872390101,1,0,"[0.9964640736579895, 0.003536002244800329]"
0805080401,0,0,"[0.986861526966095, 0.013138528913259506]"
0401360301,0,0,"[0.9701704382896423, 0.02982953004539013]"
0784510301,0,0,"[0.9977501034736633, 0.0022498543839901686]"
0112551701,0,0,"[0.992170512676239, 0.007829557172954082]"
0651790201,0,0,"[0.9936029314994812, 0.0063970438204705715]"
0304190101,0,0,"[0.9945153594017029, 0.005484637804329395]"
0200670101,0,0,"[0.9849987626075745, 0.015001256950199604]"
0761630101,0,0,"[0.9766951203346252, 0.023304808884859085]"
0556090101,0,0,"[0.9998975992202759, 0.00010235449735773727]"
0603260201,0,0,"[0.9984452128410339, 0.0015547845978289843]"
0891800601,0,0,"[0.9977891445159912, 0.0022108005359768867]"
0893810501,1,0,"[0.9955683350563049, 0.00443169055506587]"
0311190101,0,0,"[1.0, 1.618988580351366e-12]"
0725200101,0,0,"[0.9873348474502563, 0.012665140442550182]"
0200920101,0,0,"[0.988515317440033, 0.011484729126095772]"
0411980101,0,0,"[0.9746025800704956, 0.025397485122084618]"
0500730201,0,0,"[0.9999486207962036, 5.1374117902014405e-05]"
0111790101,0,0,"[0.9992471933364868, 0.0007528598653152585]"
0725200301,0,0,"[0.9999929666519165, 7.0403420977527276e-06]"
0862760201,0,0,"[0.9969176054000854, 0.003082455601543188]"
0411980401,1,0,"[0.9908758401870728, 0.009124132804572582]"
0861910301,1,0,"[1.0, 2.4543226275756517e-21]"
0124710801,1,0,"[0.9947676658630371, 0.0052323127165436745]"
0851180401,1,0,"[1.0, 1.6208127440148594e-18]"
0794581201,0,0,"[0.9881058931350708, 0.01189416367560625]"
0145800101,0,0,"[0.9863600134849548, 0.013639992102980614]"
0500730101,0,0,"[0.9987347722053528, 0.0012652785517275333]"
0510011501,0,0,"[0.9944815635681152, 0.005518451798707247]"
0870830201,0,0,"[0.9972308278083801, 0.002769168931990862]"
0851180501,1,0,"[1.0, 5.918696782680755e-11]"
0761630201,0,0,"[0.9999854564666748, 1.4546780221280642e-05]"
0551870601,0,0,"[0.9960823655128479, 0.003917712718248367]"
0870830401,0,0,"[0.9952799081802368, 0.0047201612032949924]"
0740960101,0,0,"[0.9686959981918335, 0.03130403533577919]"
0803670601,0,0,"[0.9999419450759888, 5.807377237943001e-05]"
0200670201,0,0,"[0.9780504703521729, 0.021949565038084984]"
0823680101,1,0,"[0.9999328851699829, 6.70898734824732e-05]"
0831790701,1,0,"[0.9999957084655762, 4.2672313611547e-06]"
0551450101,0,0,"[0.999929666519165, 7.033303700154647e-05]"
0306630201,0,0,"[1.0, 6.507363398133847e-11]"
0761630301,0,0,"[0.9998296499252319, 0.00017028998991008848]"
0805080501,0,0,"[0.9983017444610596, 0.0016982832457870245]"
0803671001,0,0,"[0.9969954490661621, 0.0030046117026358843]"
0870830301,0,0,"[0.9963502883911133, 0.0036497495602816343]"
0200670301,0,0,"[0.9852200746536255, 0.014779900200664997]"
0803671101,0,0,"[0.9973082542419434, 0.0026917268987745047]"
0864330101,1,0,"[0.9996488094329834, 0.0003512403345666826]"
0790650101,0,0,"[1.0, 4.043295831479554e-08]"
0870830101,0,0,"[0.9992445707321167, 0.0007554604089818895]"
0691570101,0,0,"[1.0, 1.861917020562487e-08]"
0551870401,0,0,"[0.9993698000907898, 0.0006301915273070335]"
0864330401,0,0,"[0.9956265687942505, 0.004373355768620968]"
