OBSID,Real Label,Pred Label,Probabilities
0870830201,0,1,"[0.010208018124103546, 0.989791989326477]"
0411980101,0,1,"[0.0011602521408349276, 0.998839795589447]"
0551870601,0,1,"[2.722367389651481e-05, 0.9999728202819824]"
0112551701,0,1,"[0.20949214696884155, 0.7905077934265137]"
0870830301,0,1,"[0.44823968410491943, 0.5517602562904358]"
0500730101,0,1,"[4.650131086236797e-05, 0.9999535083770752]"
0794581201,0,1,"[0.0002769808634184301, 0.9997230172157288]"
0851180501,1,1,"[2.2135618037916364e-27, 1.0]"
0803670501,0,1,"[3.661327718873508e-05, 0.9999634027481079]"
0803670601,0,1,"[3.631692743510939e-05, 0.999963641166687]"
0740960101,0,1,"[0.1398468017578125, 0.8601531982421875]"
0761630301,0,1,"[2.7381368283840857e-09, 1.0]"
0725200101,0,1,"[0.0036102745216339827, 0.9963896870613098]"
0803671101,0,1,"[8.261659240815789e-05, 0.9999173879623413]"
0401360201,0,1,"[0.0018771804170683026, 0.9981227517127991]"
0805080501,0,1,"[0.0032974991481751204, 0.9967024922370911]"
0556090101,0,1,"[8.912264456739649e-05, 0.999910831451416]"
0603260201,0,1,"[1.8399167606153455e-11, 1.0]"
0805080401,0,1,"[0.003076446009799838, 0.9969235062599182]"
0551870401,0,1,"[0.000266124727204442, 0.9997338652610779]"
0124710801,1,1,"[6.313773363345555e-26, 1.0]"
0691570101,0,1,"[0.0008857690263539553, 0.9991142153739929]"
0306630101,0,1,"[1.6437103056432534e-07, 0.9999998807907104]"
0864330301,0,1,"[0.4994899034500122, 0.5005100965499878]"
0761630201,0,1,"[9.659110844495444e-09, 1.0]"
0861910301,1,1,"[6.741642191989937e-20, 1.0]"
0304190101,0,1,"[1.1894335224458793e-15, 1.0]"
0411980401,1,1,"[1.5394897445730749e-06, 0.9999984502792358]"
0145800101,0,1,"[0.0033576120622456074, 0.9966423511505127]"
0842340201,0,1,"[0.0025142820086330175, 0.9974857568740845]"
0864330101,1,1,"[2.676121043515556e-13, 1.0]"
0551450101,0,1,"[0.002277947263792157, 0.9977220892906189]"
0761630101,0,1,"[2.6001121828517215e-12, 1.0]"
0870830101,0,1,"[0.004695001989603043, 0.995305061340332]"
0311190101,0,1,"[0.0003521341714076698, 0.999647855758667]"
0200670401,0,1,"[0.00010860074689844623, 0.9998914003372192]"
0200670101,0,1,"[9.212692930304911e-06, 0.9999908208847046]"
0864330201,0,0,"[0.8628864288330078, 0.13711363077163696]"
0861910201,1,1,"[1.840382866564666e-38, 1.0]"
0831790701,1,1,"[1.1153857062391137e-21, 1.0]"
0870830401,0,1,"[0.0004356114659458399, 0.9995643496513367]"
0200920101,0,1,"[1.82123713443616e-07, 0.9999997615814209]"
0872390101,1,1,"[3.2540782446340685e-22, 1.0]"
0500730201,0,1,"[0.0006288157892413437, 0.9993712306022644]"
0864330401,0,1,"[0.21090248227119446, 0.7890975475311279]"
0891800601,0,1,"[3.922089490515646e-06, 0.9999960660934448]"
0152170501,0,1,"[0.022732488811016083, 0.9772675037384033]"
0306630201,0,1,"[8.800225828053954e-07, 0.9999991655349731]"
0200670301,0,1,"[3.7609715946018696e-05, 0.999962329864502]"
0401360301,0,1,"[7.657843525521457e-05, 0.9999234676361084]"
0864560101,1,1,"[1.012006420889187e-25, 1.0]"
0823680101,1,1,"[4.705845852891946e-22, 1.0]"
0651790201,0,1,"[1.4250207414079341e-06, 0.9999985694885254]"
0893810501,1,1,"[9.241194756576369e-22, 1.0]"
0790650101,0,1,"[0.0017814432503655553, 0.9982185959815979]"
0803671001,0,1,"[1.9904631699318998e-05, 0.999980092048645]"
0725200301,0,1,"[0.0003251102170906961, 0.999674916267395]"
0111790101,0,1,"[0.007643064018338919, 0.9923570156097412]"
0401360101,0,1,"[0.004544584080576897, 0.9954553842544556]"
0657820101,0,1,"[0.006408704910427332, 0.99359130859375]"
0851180401,1,1,"[3.206954092293317e-22, 1.0]"
0112550601,0,1,"[2.4929024220909923e-05, 0.9999750852584839]"
0862760201,0,1,"[7.1802123784436844e-06, 0.999992847442627]"
0784510301,0,1,"[6.848770681244787e-06, 0.9999932050704956]"
