OBSID,Real Label,Pred Label,Probabilities
0500730201,0,1,"[0.00012216235336381942, 0.9998778104782104]"
0500730101,0,1,"[3.409254389907801e-08, 1.0]"
0870830201,0,1,"[1.687089365987049e-07, 0.9999998807907104]"
0093641601,0,1,"[0.00763902859762311, 0.9923610091209412]"
0200920101,0,1,"[4.894189870050156e-19, 1.0]"
0803671001,0,1,"[1.88021758162904e-08, 1.0]"
0851180401,1,1,"[8.778214138462893e-35, 1.0]"
0551870601,0,1,"[1.787506676009798e-08, 1.0]"
0805080401,0,1,"[1.137581784860231e-05, 0.9999886751174927]"
0200670101,0,1,"[0.0, 1.0]"
0761630101,0,1,"[2.249006202487271e-25, 1.0]"
0864560101,1,1,"[4.832781455531862e-34, 1.0]"
0112551701,0,0,"[0.9957526922225952, 0.004247326869517565]"
0790650101,0,0,"[0.9857534170150757, 0.014246586710214615]"
0725200101,0,0,"[0.9930292963981628, 0.006970680318772793]"
0551450101,0,1,"[0.00014357645704876631, 0.9998563528060913]"
0124710801,1,1,"[2.2584866234533963e-27, 1.0]"
0657820101,0,0,"[0.9949348568916321, 0.005065159872174263]"
0200670201,0,1,"[0.0, 1.0]"
0551870401,0,1,"[2.4997654987646278e-11, 1.0]"
0556090101,0,1,"[2.7244066131970612e-06, 0.9999972581863403]"
0200670401,0,1,"[5.334766406406288e-09, 1.0]"
0794581201,0,1,"[3.817709148279391e-05, 0.9999618530273438]"
0861910201,1,1,"[2.741313070203054e-32, 1.0]"
0870830401,0,1,"[6.447042687796056e-05, 0.999935507774353]"
0311190101,0,1,"[0.1976344883441925, 0.8023655414581299]"
0864330301,0,0,"[0.9922528862953186, 0.0077471681870520115]"
0864330101,1,1,"[4.4526543563350174e-10, 1.0]"
0803671101,0,1,"[1.0063070515764494e-10, 1.0]"
0401360101,0,1,"[0.00018977261788677424, 0.9998102784156799]"
0411980401,1,1,"[2.458155904605519e-06, 0.9999974966049194]"
0112550601,0,1,"[6.0204718814460545e-12, 1.0]"
0651790201,0,1,"[1.3763064299343597e-10, 1.0]"
0864330401,0,0,"[0.9843940138816833, 0.015605997294187546]"
0093641501,0,1,"[2.94139468337562e-08, 1.0]"
0304190101,0,1,"[0.0, 1.0]"
0725200301,0,1,"[0.005053664557635784, 0.994946300983429]"
0306630201,0,1,"[2.897763584641666e-09, 1.0]"
0111790101,0,1,"[0.2824402451515198, 0.7175597548484802]"
0823680101,1,1,"[1.9311426031425824e-22, 1.0]"
0851180501,1,1,"[1.4924613515692286e-34, 1.0]"
0870830301,0,1,"[2.1628713398058608e-07, 0.9999997615814209]"
0691570101,0,1,"[1.935847831191495e-05, 0.9999806880950928]"
0603260201,0,1,"[1.2577764673191007e-26, 1.0]"
0862760201,0,1,"[7.628493108313705e-07, 0.9999992847442627]"
0784510301,0,1,"[3.59817774533977e-12, 1.0]"
0740960101,0,0,"[0.9888323545455933, 0.011167695745825768]"
0861910301,1,1,"[7.284575461219997e-16, 1.0]"
0401360201,0,1,"[1.3220667369751027e-06, 0.9999986886978149]"
0870830101,0,1,"[4.007753432233585e-06, 0.9999959468841553]"
0842340201,0,1,"[0.006373181007802486, 0.9936268329620361]"
0803670501,0,1,"[8.196111345171175e-09, 1.0]"
0401360301,0,1,"[1.8149812319734338e-07, 0.9999997615814209]"
0872390101,1,1,"[8.989770933122565e-29, 1.0]"
0761630301,0,1,"[1.3918976478940592e-14, 1.0]"
0145800101,0,1,"[1.390597977480451e-13, 1.0]"
0761630201,0,1,"[1.205482618416205e-19, 1.0]"
0093641701,0,1,"[1.92559057587971e-09, 1.0]"
0893810501,1,1,"[1.097890558131262e-24, 1.0]"
0805080501,0,1,"[0.0003403167356736958, 0.9996596574783325]"
0306630101,0,1,"[1.4206458232024488e-09, 1.0]"
0831790701,1,1,"[5.697084925215006e-25, 1.0]"
0510011501,0,1,"[0.0, 1.0]"
0200670301,0,1,"[8.617484854767099e-05, 0.9999138116836548]"
0803670601,0,1,"[4.2938655298030426e-08, 1.0]"
0152170501,0,1,"[0.04435335844755173, 0.9556466341018677]"
0411980101,0,1,"[0.0018327118596062064, 0.9981672763824463]"
0864330201,0,0,"[0.9956871867179871, 0.004312832374125719]"
0891800601,0,1,"[2.715593727534507e-14, 1.0]"
