OBSID,Real Label,Pred Label,Probabilities
0152170501,0,0,"[0.5, 0.5]"
0823680101,1,0,"[0.5, 0.5]"
0401360101,0,0,"[0.5, 0.5]"
0864330101,1,0,"[0.5, 0.5]"
0761630301,1,0,"[0.5, 0.5]"
0311190101,0,0,"[0.5, 0.5]"
0805080501,0,0,"[0.5, 0.5]"
0093641501,0,1,"[0.011201621033251286, 0.9887984395027161]"
0200670401,0,1,"[0.03481976315379143, 0.9651802182197571]"
0870830101,0,0,"[0.5, 0.5]"
0306630201,0,0,"[0.5, 0.5]"
0803670601,0,0,"[0.5, 0.5]"
0200670201,0,1,"[2.4478297291352646e-06, 0.9999974966049194]"
0411980401,1,0,"[0.5, 0.5]"
0510011501,0,1,"[7.30816509530996e-07, 0.9999992847442627]"
0803671101,0,0,"[0.5, 0.5]"
0401360301,0,1,"[0.06323957443237305, 0.936760425567627]"
0145800101,0,0,"[0.5, 0.5]"
0304190101,0,1,"[0.002777796471491456, 0.9972221851348877]"
0870830301,0,0,"[0.5, 0.5]"
0691570101,0,0,"[0.5, 0.5]"
0556090101,0,0,"[0.5, 0.5]"
0124710801,1,1,"[6.668313289992511e-05, 0.9999333620071411]"
0805080401,0,1,"[0.19115403294563293, 0.8088459968566895]"
0657820101,0,1,"[0.4418802857398987, 0.5581197142601013]"
0551870601,0,1,"[0.034249357879161835, 0.9657506942749023]"
0784510301,0,1,"[0.05143816024065018, 0.9485619068145752]"
0111790101,0,0,"[0.5, 0.5]"
0603260201,0,1,"[0.001034606248140335, 0.9989653825759888]"
0851180401,1,0,"[0.5, 0.5]"
0093641701,0,1,"[0.09263446182012558, 0.9073655605316162]"
0861910301,1,0,"[0.5, 0.5]"
0725200301,0,0,"[0.5, 0.5]"
0861910201,1,0,"[0.5, 0.5]"
0411980101,0,0,"[0.5, 0.5]"
0870830401,0,0,"[0.5, 0.5]"
0794581201,0,1,"[0.18576566874980927, 0.8142343759536743]"
0200670101,0,1,"[3.971816568082431e-06, 0.9999960660934448]"
0864560101,1,0,"[0.5, 0.5]"
0401360201,0,0,"[0.5, 0.5]"
0851180501,1,0,"[0.5, 0.5]"
0740960101,0,0,"[0.5, 0.5]"
0790650101,0,0,"[0.5, 0.5]"
0864330201,0,0,"[0.5, 0.5]"
0872390101,1,0,"[0.5, 0.5]"
0112551701,0,1,"[0.45851534605026245, 0.5414846539497375]"
0803670501,0,1,"[0.0953294113278389, 0.9046705961227417]"
0500730201,0,1,"[0.4664551615715027, 0.5335448980331421]"
0842340201,0,0,"[0.5, 0.5]"
0870830201,0,0,"[0.5, 0.5]"
0551450101,0,0,"[0.5, 0.5]"
0551870401,0,1,"[0.0761614739894867, 0.9238384962081909]"
0761630101,0,0,"[0.5, 0.5]"
0761630201,0,1,"[0.003588649444282055, 0.9964113831520081]"
0093641601,0,0,"[0.5, 0.5]"
0200670301,0,1,"[0.3299211263656616, 0.6700789332389832]"
0306630101,0,0,"[0.5, 0.5]"
0200920101,0,0,"[0.5, 0.5]"
0651790201,0,1,"[0.1009058728814125, 0.8990941643714905]"
0862760201,0,0,"[0.5, 0.5]"
0864330301,0,0,"[0.5, 0.5]"
0725200101,0,0,"[0.5, 0.5]"
0891800601,0,1,"[0.39827069640159607, 0.6017293334007263]"
0893810501,1,0,"[0.5, 0.5]"
0831790701,1,0,"[0.5, 0.5]"
0803671001,0,1,"[0.49125760793685913, 0.5087423324584961]"
0112550601,0,1,"[0.07838481664657593, 0.9216151833534241]"
0500730101,0,0,"[0.5, 0.5]"
0864330401,0,0,"[0.5, 0.5]"
