OBSID,Real Label,Pred Label,Probabilities
0842340201,0,0,"[0.5, 0.5]"
0111790101,0,1,"[0.3531012535095215, 0.6468986868858337]"
0510011501,0,0,"[0.6127854585647583, 0.38721445202827454]"
0603260201,0,1,"[0.27405476570129395, 0.725945234298706]"
0306630101,0,0,"[0.5, 0.5]"
0401360201,0,0,"[0.6066769957542419, 0.3933229446411133]"
0864560101,1,0,"[0.5, 0.5]"
0411980101,0,1,"[0.008835980668663979, 0.9911640882492065]"
0200670201,0,1,"[0.11050930619239807, 0.8894907236099243]"
0784510301,0,0,"[0.7634902596473694, 0.2365097850561142]"
0803670601,0,0,"[0.5, 0.5]"
0304190101,0,1,"[0.4112917482852936, 0.5887082815170288]"
0401360101,0,0,"[0.5, 0.5]"
0112551701,0,0,"[0.7700291275978088, 0.22997087240219116]"
0401360301,0,0,"[0.729465663433075, 0.27053430676460266]"
0500730201,0,0,"[0.7283329367637634, 0.27166709303855896]"
0831790701,1,1,"[9.734991675627858e-14, 1.0]"
0093641701,0,0,"[0.9098294973373413, 0.09017054736614227]"
0200670401,0,0,"[0.7200047373771667, 0.27999529242515564]"
0200670301,0,1,"[0.47071024775505066, 0.529289722442627]"
0093641601,0,0,"[0.9430707693099976, 0.056929223239421844]"
0500730101,0,0,"[0.5, 0.5]"
0551870401,0,0,"[0.5202510952949524, 0.47974893450737]"
0145800101,0,1,"[0.15247683227062225, 0.8475231528282166]"
0803670501,0,0,"[0.805957019329071, 0.19404296576976776]"
0124710801,1,0,"[0.6579734683036804, 0.3420264720916748]"
0093641501,0,0,"[0.855105996131897, 0.14489395916461945]"
0725200101,0,0,"[0.5, 0.5]"
0861910201,1,1,"[0.021906206384301186, 0.9780938029289246]"
0803671101,0,0,"[0.5, 0.5]"
0200920101,0,0,"[0.5, 0.5]"
0761630101,0,0,"[0.5, 0.5]"
0200670101,0,1,"[0.014076439663767815, 0.9859235286712646]"
0893810501,1,1,"[1.1190319639886939e-13, 1.0]"
0152170501,0,0,"[0.5, 0.5]"
0870830401,0,0,"[0.5, 0.5]"
0790650101,0,0,"[0.5, 0.5]"
0861910301,1,0,"[0.5, 0.5]"
0551450101,0,0,"[0.5, 0.5]"
0411980401,1,0,"[0.5, 0.5]"
0740960101,0,0,"[0.5, 0.5]"
0805080501,0,0,"[0.5, 0.5]"
0691570101,0,0,"[0.5, 0.5]"
0872390101,1,1,"[1.5895377936526837e-16, 1.0]"
0725200301,0,0,"[0.5, 0.5]"
0556090101,0,0,"[0.5, 0.5]"
0864330301,0,0,"[0.5, 0.5]"
0761630301,1,0,"[0.5, 0.5]"
0864330201,0,0,"[0.5, 0.5]"
0862760201,0,0,"[0.5, 0.5]"
0794581201,0,0,"[0.7142413258552551, 0.2857586741447449]"
0851180501,1,0,"[0.5, 0.5]"
0311190101,0,0,"[0.5, 0.5]"
0803671001,0,0,"[0.6039739847183228, 0.39602601528167725]"
0805080401,0,0,"[0.6421240568161011, 0.35787591338157654]"
0870830201,0,0,"[0.5, 0.5]"
0306630201,0,0,"[0.5, 0.5]"
0823680101,1,1,"[5.391965346435157e-11, 1.0]"
0851180401,1,0,"[0.5, 0.5]"
0651790201,0,0,"[0.7001953125, 0.2998046576976776]"
0864330401,0,0,"[0.5, 0.5]"
0551870601,0,0,"[0.8248841166496277, 0.17511583864688873]"
0761630201,0,0,"[0.7066707015037537, 0.29332929849624634]"
0657820101,0,1,"[0.1267344206571579, 0.8732655644416809]"
0864330101,1,1,"[0.3210006654262543, 0.6789993643760681]"
0870830301,0,1,"[0.011382176540791988, 0.9886178374290466]"
0891800601,0,0,"[0.5, 0.5]"
0112550601,0,1,"[0.23799829185009003, 0.762001633644104]"
0870830101,0,0,"[0.5, 0.5]"
