OBSID,Real Label,Pred Label,Probabilities
0306630201,0,1,"[0.15128067135810852, 0.8487193584442139]"
0500730201,0,1,"[0.3236730992794037, 0.6763268709182739]"
0500730101,0,1,"[0.06807742267847061, 0.9319226145744324]"
0805080501,0,1,"[0.3729383647441864, 0.6270616054534912]"
0805080401,0,1,"[0.2872973680496216, 0.7127026319503784]"
0093641701,0,0,"[0.9136441349983215, 0.08635592460632324]"
0893810501,1,1,"[6.726149149471894e-05, 0.9999327659606934]"
0842340201,0,0,"[0.545030951499939, 0.4549691081047058]"
0112550601,0,1,"[0.08486044406890869, 0.9151394963264465]"
0401360101,0,1,"[0.47839003801345825, 0.5216099619865417]"
0790650101,0,0,"[0.7728953957557678, 0.2271045297384262]"
0651790201,0,1,"[0.11835063993930817, 0.881649374961853]"
0803670601,0,1,"[0.20430101454257965, 0.7956990003585815]"
0603260201,0,1,"[0.001858943491242826, 0.9981410503387451]"
0200670401,0,1,"[0.12072091549634933, 0.8792790770530701]"
0200670301,0,1,"[0.32751747965812683, 0.6724824905395508]"
0740960101,0,0,"[0.5900998711585999, 0.4099001884460449]"
0657820101,0,0,"[0.6597501039505005, 0.3402498662471771]"
0870830201,0,1,"[0.12510597705841064, 0.8748940229415894]"
0401360301,0,1,"[0.17642435431480408, 0.8235756754875183]"
0794581201,0,0,"[0.5209876298904419, 0.4790124297142029]"
0093641601,0,0,"[0.9419534802436829, 0.058046527206897736]"
0864330101,1,1,"[0.0013712516520172358, 0.9986287355422974]"
0111790101,0,1,"[0.33082854747772217, 0.6691715121269226]"
0124710801,1,1,"[3.3488449844298884e-05, 0.9999665021896362]"
0864330201,0,0,"[0.6210822463035583, 0.3789176940917969]"
0761630101,0,1,"[1.3193624909035861e-05, 0.9999867677688599]"
0093641501,0,1,"[0.46049559116363525, 0.5395044684410095]"
0870830401,0,1,"[0.2547789514064789, 0.7452210783958435]"
0551870601,0,1,"[0.2841358780860901, 0.7158641815185547]"
0200670101,0,1,"[2.0614885666569993e-12, 1.0]"
0861910201,1,1,"[1.1257750429649604e-06, 0.999998927116394]"
0761630201,0,1,"[0.0007583480910398066, 0.9992417097091675]"
0551870401,0,1,"[0.11664372682571411, 0.8833562731742859]"
0861910301,1,0,"[0.6928084492683411, 0.3071915805339813]"
0891800601,0,1,"[0.03247286006808281, 0.9675270915031433]"
0306630101,0,1,"[0.07453080266714096, 0.925469160079956]"
0725200301,0,0,"[0.5604479908943176, 0.43955197930336]"
0401360201,0,1,"[0.1612713634967804, 0.8387286067008972]"
0864560101,1,1,"[1.4138894584903028e-05, 0.9999858140945435]"
0784510301,0,1,"[0.03015553578734398, 0.9698445200920105]"
0851180401,1,1,"[6.663420663244324e-06, 0.9999933242797852]"
0864330401,0,0,"[0.7195566296577454, 0.28044337034225464]"
0112551701,0,0,"[0.5018249750137329, 0.4981749951839447]"
0864330301,0,0,"[0.5112674236297607, 0.48873257637023926]"
0851180501,1,1,"[1.6318692814820679e-06, 0.9999983310699463]"
0411980101,0,1,"[0.40029069781303406, 0.5997093319892883]"
0803670501,0,1,"[0.17649896442890167, 0.8235010504722595]"
0803671001,0,1,"[0.17033259570598602, 0.8296674489974976]"
0556090101,0,1,"[0.4923666715621948, 0.50763338804245]"
0510011501,0,1,"[1.11611397901612e-09, 1.0]"
0691570101,0,1,"[0.3178284764289856, 0.6821714639663696]"
0761630301,1,1,"[0.015658458694815636, 0.984341561794281]"
0200670201,0,1,"[5.674970652365559e-14, 1.0]"
0823680101,1,1,"[2.024327295657713e-05, 0.9999797344207764]"
0870830301,0,1,"[0.09665244817733765, 0.9033475518226624]"
0411980401,1,1,"[0.039640672504901886, 0.9603593349456787]"
0200920101,0,1,"[0.0037957788445055485, 0.9962041974067688]"
0803671101,0,1,"[0.05323345214128494, 0.9467665553092957]"
0872390101,1,1,"[6.171949280542322e-07, 0.9999994039535522]"
0831790701,1,1,"[7.091920451784972e-06, 0.9999929666519165]"
0304190101,0,1,"[2.393783518073178e-07, 0.9999997615814209]"
0551450101,0,1,"[0.3815731704235077, 0.6184268593788147]"
0870830101,0,1,"[0.38567933440208435, 0.6143206357955933]"
0862760201,0,1,"[0.2584618330001831, 0.7415382266044617]"
0725200101,0,0,"[0.7327935695648193, 0.26720646023750305]"
0311190101,0,0,"[0.7337862253189087, 0.2662138044834137]"
0152170501,0,0,"[0.6358417272567749, 0.3641582131385803]"
0145800101,0,1,"[0.007237431593239307, 0.9927625060081482]"
