OBSID,Real Label,Pred Label,Probabilities
0112550601,0,1,"[9.826767666254455e-08, 0.9999998807907104]"
0870830201,0,1,"[1.0150738205538801e-07, 0.9999998807907104]"
0725200301,0,1,"[0.3522855043411255, 0.6477144956588745]"
0784510301,0,1,"[3.2372919900325314e-09, 1.0]"
0861910201,1,1,"[4.3493030357777407e-13, 1.0]"
0803671101,0,1,"[2.7015447656708602e-08, 1.0]"
0864330301,0,1,"[2.6568809516902547e-06, 0.9999973773956299]"
0831790701,1,1,"[2.600791543933001e-12, 1.0]"
0761630201,0,1,"[2.8545071308842124e-14, 1.0]"
0306630101,0,1,"[4.886056217401347e-07, 0.9999995231628418]"
0851180501,1,1,"[3.481843543834477e-16, 1.0]"
0805080501,0,1,"[9.116223736782558e-06, 0.9999909400939941]"
0401360301,0,1,"[5.882920959265903e-07, 0.9999994039535522]"
0803671001,0,1,"[7.171851734710799e-07, 0.9999992847442627]"
0093641501,0,1,"[5.877313355995284e-07, 0.9999994039535522]"
0803670601,0,1,"[7.159147799029597e-07, 0.9999992847442627]"
0111790101,0,1,"[0.014599951915442944, 0.9854000210762024]"
0311190101,0,1,"[0.05681563541293144, 0.9431843161582947]"
0556090101,0,1,"[2.2901262127561495e-05, 0.9999771118164062]"
0200920101,0,1,"[1.6365815647123583e-10, 1.0]"
0112551701,0,1,"[0.00033369718585163355, 0.9996663331985474]"
0200670301,0,1,"[1.8829019836630323e-06, 0.9999980926513672]"
0870830101,0,1,"[6.524899617943447e-06, 0.9999934434890747]"
0551450101,0,1,"[5.9505350691324566e-06, 0.9999940395355225]"
0551870601,0,1,"[9.377399123877694e-07, 0.9999990463256836]"
0864330101,1,1,"[6.420887432856404e-11, 1.0]"
0740960101,0,1,"[8.346149115823209e-05, 0.9999165534973145]"
0864330201,0,1,"[3.0179498935467564e-05, 0.9999698400497437]"
0805080401,0,1,"[1.5212813195830677e-06, 0.9999984502792358]"
0864330401,0,1,"[0.0007084807730279863, 0.9992915391921997]"
0093641701,0,1,"[0.00020700924505945295, 0.9997929930686951]"
0304190101,0,1,"[7.095683541174955e-25, 1.0]"
0401360201,0,1,"[4.5574725504593516e-07, 0.9999995231628418]"
0551870401,0,1,"[3.568740680748306e-08, 1.0]"
0823680101,1,1,"[1.0302809994033879e-10, 1.0]"
0803670501,0,1,"[2.575694963979913e-07, 0.9999997615814209]"
0691570101,0,1,"[2.9497132914002577e-07, 0.9999997615814209]"
0864560101,1,1,"[1.570785602283964e-12, 1.0]"
0725200101,0,1,"[0.16136284172534943, 0.838637113571167]"
0152170501,0,1,"[7.919277413748205e-05, 0.9999208450317383]"
0411980401,1,1,"[1.6507367490703473e-06, 0.9999983310699463]"
0794581201,0,1,"[2.1032881704741158e-05, 0.9999790191650391]"
0200670101,0,1,"[0.0, 1.0]"
0657820101,0,1,"[0.0005988681805320084, 0.9994010925292969]"
0411980101,0,1,"[2.736426267802017e-06, 0.9999972581863403]"
0093641601,0,1,"[0.18756680190563202, 0.8124331831932068]"
0145800101,0,1,"[6.862826973375036e-10, 1.0]"
0861910301,1,1,"[0.13848885893821716, 0.8615111112594604]"
0872390101,1,1,"[3.354762756653529e-14, 1.0]"
0790650101,0,1,"[0.34673774242401123, 0.6532622575759888]"
0510011501,0,1,"[4.513518409538712e-36, 1.0]"
0761630101,0,1,"[1.0389230336732907e-16, 1.0]"
0651790201,0,1,"[1.6907181077385758e-07, 0.9999998807907104]"
0306630201,0,1,"[1.1802729204646312e-05, 0.9999881982803345]"
0842340201,0,1,"[4.053928478242597e-06, 0.9999959468841553]"
0603260201,0,1,"[1.719273188443074e-13, 1.0]"
0500730201,0,1,"[3.254401235608384e-06, 0.9999967813491821]"
0124710801,1,1,"[3.572865042601934e-17, 1.0]"
0851180401,1,1,"[3.516936633411738e-13, 1.0]"
0893810501,1,1,"[7.543410340815626e-10, 1.0]"
0200670401,0,1,"[1.3040017954324412e-08, 1.0]"
0761630301,1,1,"[8.021334707564165e-09, 1.0]"
0870830301,0,1,"[1.1099648133949813e-07, 0.9999998807907104]"
0862760201,0,1,"[1.8770017504721181e-06, 0.9999980926513672]"
0500730101,0,1,"[5.7276523079963226e-08, 1.0]"
0891800601,0,1,"[3.16732240435158e-09, 1.0]"
0870830401,0,1,"[8.066450618571253e-07, 0.9999991655349731]"
0401360101,0,1,"[4.295612598070875e-06, 0.9999957084655762]"
0200670201,0,1,"[0.0, 1.0]"
