OBSID,Real Label,Pred Label,Probabilities
0864330301,0,0,"[0.9052225947380066, 0.09477745741605759]"
0870830201,0,0,"[0.9052225947380066, 0.09477745741605759]"
0411980101,0,0,"[0.9052225947380066, 0.09477745741605759]"
0823680101,1,1,"[2.834458996403555e-07, 0.9999997615814209]"
0401360101,0,0,"[0.8829863667488098, 0.11701364815235138]"
0851180501,1,1,"[7.64292735766503e-08, 0.9999998807907104]"
0725200101,0,0,"[0.9052225947380066, 0.09477745741605759]"
0851180401,1,1,"[7.864444095950773e-10, 1.0]"
0761630201,0,1,"[0.04567116126418114, 0.9543288946151733]"
0200670101,0,0,"[0.9052225947380066, 0.09477745741605759]"
0803670601,0,0,"[0.9052225947380066, 0.09477745741605759]"
0500730201,0,0,"[0.9052225947380066, 0.09477745741605759]"
0864330101,1,1,"[1.5071943693101275e-11, 1.0]"
0200920101,0,0,"[0.9052225947380066, 0.09477745741605759]"
0891800601,0,0,"[0.9052225947380066, 0.09477745741605759]"
0761630101,0,1,"[6.625388323300285e-06, 0.9999933242797852]"
0803671001,0,0,"[0.8247053623199463, 0.17529459297657013]"
0556090101,0,0,"[0.9052225947380066, 0.09477745741605759]"
0145800101,0,0,"[0.9052225947380066, 0.09477745741605759]"
0803671101,0,0,"[0.9052225947380066, 0.09477745741605759]"
0861910201,1,1,"[5.969311416692547e-13, 1.0]"
0112551701,0,0,"[0.9052225947380066, 0.09477745741605759]"
0304190101,0,1,"[0.1472848802804947, 0.8527151346206665]"
0862760201,0,0,"[0.9052225947380066, 0.09477745741605759]"
0761630301,0,1,"[0.008124989457428455, 0.9918749928474426]"
0805080501,0,0,"[0.9052225947380066, 0.09477745741605759]"
0306630101,0,0,"[0.7457854151725769, 0.2542146146297455]"
0842340201,0,0,"[0.9052225947380066, 0.09477745741605759]"
0401360201,0,0,"[0.9052225947380066, 0.09477745741605759]"
0657820101,0,0,"[0.9052225947380066, 0.09477745741605759]"
0111790101,0,0,"[0.8724204301834106, 0.12757956981658936]"
0872390101,1,1,"[0.00012550182873383164, 0.999874472618103]"
0864330401,0,0,"[0.9052225947380066, 0.09477745741605759]"
0551450101,0,1,"[0.2344609946012497, 0.7655389904975891]"
0112550601,0,0,"[0.9052225947380066, 0.09477745741605759]"
0200670401,0,0,"[0.9052225947380066, 0.09477745741605759]"
0870830301,0,0,"[0.9052225947380066, 0.09477745741605759]"
0551870401,0,0,"[0.9052225947380066, 0.09477745741605759]"
0603260201,0,0,"[0.9052225947380066, 0.09477745741605759]"
0893810501,1,1,"[0.0037384487222880125, 0.9962615370750427]"
0411980401,1,1,"[0.003295567352324724, 0.9967043995857239]"
0311190101,0,0,"[0.9052225947380066, 0.09477745741605759]"
0861910301,1,1,"[0.16202740371227264, 0.8379726409912109]"
0831790701,1,1,"[5.543067116420275e-10, 1.0]"
0784510301,0,0,"[0.9052225947380066, 0.09477745741605759]"
0200670301,0,0,"[0.9052225947380066, 0.09477745741605759]"
0870830401,0,0,"[0.9052225947380066, 0.09477745741605759]"
0740960101,0,0,"[0.9052225947380066, 0.09477745741605759]"
0794581201,0,0,"[0.9052225947380066, 0.09477745741605759]"
0803670501,0,0,"[0.9052225947380066, 0.09477745741605759]"
0691570101,0,0,"[0.9052225947380066, 0.09477745741605759]"
0805080401,0,0,"[0.9052225947380066, 0.09477745741605759]"
0401360301,0,0,"[0.9052225947380066, 0.09477745741605759]"
0725200301,0,0,"[0.8902460932731628, 0.10975394397974014]"
0864330201,0,0,"[0.9052225947380066, 0.09477745741605759]"
0152170501,0,0,"[0.9052225947380066, 0.09477745741605759]"
0790650101,0,0,"[0.9052225947380066, 0.09477745741605759]"
0551870601,0,0,"[0.9052225947380066, 0.09477745741605759]"
0500730101,0,0,"[0.9052225947380066, 0.09477745741605759]"
0870830101,0,0,"[0.8264322280883789, 0.1735677868127823]"
0651790201,0,0,"[0.773587167263031, 0.22641289234161377]"
0864560101,1,1,"[5.478323572560839e-09, 1.0]"
0306630201,0,0,"[0.9052225947380066, 0.09477745741605759]"
0124710801,1,1,"[7.639785885079492e-14, 1.0]"
