OBSID,Real Label,Pred Label,Probabilities
0864330301,0,0,"[0.8775513172149658, 0.1224486455321312]"
0864330101,1,1,"[6.390879207174294e-06, 0.9999935626983643]"
0864560101,1,1,"[1.541725964671059e-06, 0.9999984502792358]"
0851180401,1,1,"[1.8505573962102062e-06, 0.9999980926513672]"
0725200301,0,0,"[0.9004200100898743, 0.09958000481128693]"
0551870601,0,0,"[0.8887197375297546, 0.11128029227256775]"
0870830101,0,0,"[0.8872464299201965, 0.11275355517864227]"
0556090101,0,0,"[0.8957642316818237, 0.10423581302165985]"
0891800601,0,0,"[0.9019774794578552, 0.09802252054214478]"
0500730101,0,0,"[0.8912095427513123, 0.10879049450159073]"
0304190101,0,1,"[0.031786706298589706, 0.9682133197784424]"
0200670201,0,1,"[0.006029285956174135, 0.9939707517623901]"
0870830201,0,0,"[0.88748699426651, 0.11251296103000641]"
0306630101,0,0,"[0.9051353335380554, 0.09486465156078339]"
0401360101,0,0,"[0.8517435789108276, 0.14825637638568878]"
0112551701,0,0,"[0.9131433963775635, 0.08685660362243652]"
0411980101,0,0,"[0.8783590197563171, 0.12164100259542465]"
0657820101,0,0,"[0.880151629447937, 0.11984840035438538]"
0551870401,0,0,"[0.9149200320243835, 0.08507994562387466]"
0510011501,0,0,"[0.844030499458313, 0.15596947073936462]"
0200920101,0,0,"[0.8583195805549622, 0.14168037474155426]"
0790650101,0,0,"[0.8987649083137512, 0.10123508423566818]"
0603260201,0,0,"[0.9277950525283813, 0.07220491021871567]"
0805080401,0,0,"[0.8921316862106323, 0.10786831378936768]"
0794581201,0,0,"[0.9016489386558533, 0.09835109859704971]"
0872390101,1,1,"[6.876695806568023e-06, 0.999993085861206]"
0861910201,1,1,"[5.050005711382255e-07, 0.9999995231628418]"
0803670501,0,0,"[0.8923060894012451, 0.10769390314817429]"
0401360201,0,0,"[0.8962817192077637, 0.10371825844049454]"
0761630201,0,1,"[0.10012250393629074, 0.8998775482177734]"
0784510301,0,0,"[0.8967121839523315, 0.10328786820173264]"
0761630101,0,1,"[0.43843427300453186, 0.5615656971931458]"
0551450101,0,0,"[0.891210675239563, 0.10878930985927582]"
0311190101,0,0,"[0.8888322710990906, 0.11116775125265121]"
0805080501,0,0,"[0.8933742046356201, 0.10662572830915451]"
0111790101,0,0,"[0.8951932787895203, 0.10480671375989914]"
0803671101,0,0,"[0.9012206792831421, 0.09877932071685791]"
0803670601,0,0,"[0.8943993449211121, 0.10560070723295212]"
0862760201,0,0,"[0.8228473663330078, 0.1771525889635086]"
0124710801,1,1,"[6.422807530270802e-08, 0.9999998807907104]"
0831790701,1,1,"[9.498285180598032e-07, 0.9999990463256836]"
0401360301,0,0,"[0.8928635716438293, 0.10713642090559006]"
0803671001,0,0,"[0.9005795121192932, 0.0994204580783844]"
0500730201,0,0,"[0.8984319567680359, 0.10156801342964172]"
0761630301,0,1,"[0.4401226341724396, 0.5598773956298828]"
0864330201,0,0,"[0.8889492750167847, 0.11105075478553772]"
0306630201,0,0,"[0.8951614499092102, 0.1048385500907898]"
0145800101,0,0,"[0.8903822302818298, 0.10961778461933136]"
0842340201,0,0,"[0.8884552717208862, 0.11154469847679138]"
0893810501,1,1,"[7.977845234563574e-05, 0.9999202489852905]"
0870830301,0,0,"[0.9048683047294617, 0.09513165056705475]"
0152170501,0,0,"[0.8992224335670471, 0.10077749937772751]"
0823680101,1,1,"[3.8432049223047215e-06, 0.9999961853027344]"
0411980401,1,1,"[0.09586691111326218, 0.9041330814361572]"
0200670401,0,0,"[0.8820952773094177, 0.11790468543767929]"
0725200101,0,0,"[0.8982263803482056, 0.10177364200353622]"
0200670101,0,0,"[0.9029187560081482, 0.09708123654127121]"
0870830401,0,0,"[0.900507926940918, 0.09949208050966263]"
0740960101,0,0,"[0.8833585977554321, 0.11664137244224548]"
0691570101,0,0,"[0.898406445980072, 0.10159347951412201]"
0200670301,0,0,"[0.6889638900756836, 0.311036080121994]"
0851180501,1,1,"[1.1428720654294011e-06, 0.9999988079071045]"
0651790201,0,0,"[0.9078453183174133, 0.0921546146273613]"
0112550601,0,0,"[0.8334640264511108, 0.16653597354888916]"
0861910301,1,1,"[0.07687122374773026, 0.9231287837028503]"
0864330401,0,0,"[0.8777549862861633, 0.12224500626325607]"
