OBSID,Real Label,Pred Label,Probabilities
0725200101,0,0,"[0.9029830694198608, 0.09701698273420334]"
0784510301,0,0,"[0.9027194380760193, 0.09728054702281952]"
0794581201,0,0,"[0.9017698764801025, 0.09823006391525269]"
0861910301,1,0,"[0.8775237202644348, 0.12247632443904877]"
0551450101,0,0,"[0.8943781852722168, 0.1056218072772026]"
0551870401,0,0,"[0.9031388163566589, 0.09686119109392166]"
0200670101,0,0,"[0.9217380285263062, 0.07826199382543564]"
0651790201,0,0,"[0.8765639066696167, 0.12343602627515793]"
0803670601,0,0,"[0.9015153050422668, 0.09848468750715256]"
0805080501,0,0,"[0.9012877941131592, 0.09871227294206619]"
0803671001,0,0,"[0.8948696255683899, 0.1051303893327713]"
0803671101,0,0,"[0.9019033908843994, 0.09809664636850357]"
0551870601,0,0,"[0.9050032496452332, 0.09499680250883102]"
0870830401,0,0,"[0.9081335663795471, 0.0918663963675499]"
0411980401,1,0,"[0.947521448135376, 0.05247854068875313]"
0864330401,0,0,"[0.9036571979522705, 0.09634285420179367]"
0891800601,0,0,"[0.901324987411499, 0.09867504984140396]"
0111790101,0,0,"[0.8953071236610413, 0.10469284653663635]"
0304190101,0,0,"[0.9166574478149414, 0.08334256708621979]"
0500730101,0,0,"[0.9030052423477173, 0.09699481725692749]"
0831790701,1,1,"[2.100231067617836e-13, 1.0]"
0145800101,0,0,"[0.9442881345748901, 0.05571184307336807]"
0872390101,1,1,"[1.3477934146521875e-07, 0.9999998807907104]"
0761630101,0,1,"[0.0010711142094805837, 0.9989288449287415]"
0311190101,0,0,"[0.9014784693717957, 0.09852150082588196]"
0306630201,0,0,"[0.8592525124549866, 0.140747532248497]"
0401360101,0,0,"[0.9044286012649536, 0.09557132422924042]"
0500730201,0,0,"[0.9006912708282471, 0.09930877387523651]"
0725200301,0,0,"[0.9005193710327148, 0.09948068112134933]"
0864330201,0,0,"[0.9031603336334229, 0.09683967381715775]"
0411980101,0,0,"[0.9081559181213379, 0.09184412658214569]"
0152170501,0,0,"[0.9025403261184692, 0.09745968878269196]"
0691570101,0,0,"[0.902702271938324, 0.09729772061109543]"
0112550601,0,0,"[0.9056647419929504, 0.09433531016111374]"
0862760201,0,0,"[0.8831430077552795, 0.11685700714588165]"
0864330101,1,1,"[1.7330172019658363e-11, 1.0]"
0870830301,0,0,"[0.9006873369216919, 0.09931273758411407]"
0851180501,1,1,"[9.356592272524722e-06, 0.999990701675415]"
0556090101,0,0,"[0.9016508460044861, 0.0983491763472557]"
0870830201,0,0,"[0.9037900567054749, 0.09620989859104156]"
0864330301,0,0,"[0.8962858319282532, 0.10371418297290802]"
0790650101,0,0,"[0.9029490351676941, 0.09705093502998352]"
0870830101,0,0,"[0.8907207250595093, 0.10927928984165192]"
0761630201,0,0,"[0.8878291249275208, 0.11217088997364044]"
0842340201,0,0,"[0.9010469317436218, 0.09895314276218414]"
0805080401,0,0,"[0.903403103351593, 0.09659692645072937]"
0861910201,1,1,"[1.2423293323975473e-14, 1.0]"
0200920101,0,0,"[0.9014967083930969, 0.09850334376096725]"
0401360201,0,0,"[0.9013363122940063, 0.09866371005773544]"
0200670301,0,0,"[0.9012589454650879, 0.09874105453491211]"
0761630301,0,0,"[0.9458258748054504, 0.05417411029338837]"
0401360301,0,0,"[0.8996913433074951, 0.10030865669250488]"
0740960101,0,0,"[0.9015814065933228, 0.09841862320899963]"
0823680101,1,1,"[3.6107942946728144e-07, 0.9999996423721313]"
0112551701,0,0,"[0.8933149576187134, 0.10668500512838364]"
0864560101,1,1,"[3.173262186351167e-08, 1.0]"
0851180401,1,1,"[1.470302490869102e-10, 1.0]"
0657820101,0,0,"[0.9246448278427124, 0.0753551498055458]"
0603260201,0,0,"[0.8964606523513794, 0.10353938490152359]"
0200670401,0,0,"[0.9001902937889099, 0.0998096764087677]"
0893810501,1,1,"[0.00015477561100851744, 0.9998451471328735]"
0306630101,0,0,"[0.7784106731414795, 0.2215893268585205]"
0803670501,0,0,"[0.9014416933059692, 0.09855833649635315]"
0124710801,1,1,"[1.0848527784922905e-14, 1.0]"
