Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score,Metric Value
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",,,,,,,
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11)",,,,,,,
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12)",0.9480000138282776,0.9498999714851379,0.25757575035095215,1.0,0.19672131147540983,0.3287671232876712,0.3287671232876712
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11)",,,,,,,
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 12)",,,,,,,
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12)",,,,,,,
"(0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11)",,,,,,,
"(0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 12)",,,,,,,
"(0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12)",,,,,,,
"(0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12)",,,,,,,
"(0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11)",,,,,,,
"(0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 12)",,,,,,,
"(0, 1, 2, 3, 4, 5, 7, 8, 9, 11, 12)",,,,,,,
"(0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 12)",,,,,,,
"(0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 12)",,,,,,,
"(0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11)",,,,,,,
"(0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 12)",,,,,,,
"(0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12)",,,,,,,
"(0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12)",,,,,,,
"(0, 1, 2, 3, 4, 6, 8, 9, 10, 11, 12)",,,,,,,
"(0, 1, 2, 3, 4, 7, 8, 9, 10, 11, 12)",,,,,,,
"(0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11)",,,,,,,
"(0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 12)",,,,,,,
"(0, 1, 2, 3, 5, 6, 7, 8, 9, 11, 12)",,,,,,,
"(0, 1, 2, 3, 5, 6, 7, 8, 10, 11, 12)",,,,,,,
"(0, 1, 2, 3, 5, 6, 8, 9, 10, 11, 12)",,,,,,,
"(0, 1, 2, 3, 5, 7, 8, 9, 10, 11, 12)",,,,,,,
"(0, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12)",,,,,,,
"(0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11)",,,,,,,
"(0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 12)",,,,,,,
"(0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 12)",,,,,,,
"(0, 1, 2, 4, 5, 6, 7, 8, 10, 11, 12)",,,,,,,
"(0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12)",,,,,,,
"(0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12)",,,,,,,
"(0, 1, 2, 4, 6, 7, 8, 9, 10, 11, 12)",,,,,,,
"(0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12)",,,,,,,
"(0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11)",,,,,,,
"(0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 12)",,,,,,,
"(0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12)",,,,,,,
"(0, 1, 3, 4, 5, 6, 7, 8, 10, 11, 12)",,,,,,,
"(0, 1, 3, 4, 5, 6, 8, 9, 10, 11, 12)",,,,,,,
"(0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 12)",,,,,,,
"(0, 1, 3, 4, 6, 7, 8, 9, 10, 11, 12)",,,,,,,
"(0, 1, 3, 5, 6, 7, 8, 9, 10, 11, 12)",,,,,,,
"(0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12)",,,,,,,
"(0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)",,,,,,,
"(0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12)",,,,,,,
"(0, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12)",,,,,,,
"(0, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12)",,,,,,,
"(0, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12)",,,,,,,
"(0, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12)",,,,,,,
"(0, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12)",,,,,,,
"(0, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12)",,,,,,,
